======================%s=====================
0	0.8813559322033898
1	0.864406779661017
2	0.9661016949152542
3	0.9491525423728814
4	0.8813559322033898
5	0.9152542372881356
6	0.9322033898305084
7	0.8620689655172413
8	0.9482758620689655
9	0.896551724137931
======================%s=====================
0	0.9661016949152542
1	0.8983050847457628
2	0.8983050847457628
3	0.9322033898305084
4	0.9152542372881356
5	0.9152542372881356
6	0.9661016949152542
7	0.8793103448275862
8	0.9655172413793104
9	0.9482758620689655
======================%s=====================
0	0.9322033898305084
1	0.9830508474576272
2	0.9661016949152542
3	0.9661016949152542
4	0.8983050847457628
5	0.9322033898305084
6	0.9322033898305084
7	0.8793103448275862
8	0.9827586206896551
9	0.896551724137931
======================%s=====================
0	0.9661016949152542
1	1.0
2	0.9491525423728814
3	0.9661016949152542
4	0.9322033898305084
5	0.9661016949152542
6	0.9322033898305084
7	0.9137931034482759
8	0.9827586206896551
9	0.9310344827586207
