Num_Hidden	NO1	NO2	NO3	NO4	NO5	NO6	NO7	NO8	NO9	NO10	ʮAccuracy of 10 folds	Variances
100	0.647887324	0.647887324	0.690140845	0.605633803	0.535211268	0.585714286	0.671428571	0.671428571	0.671428571	0.571428571	0.629818913	0.049371994	0.679190907	0.58044692
104	0.690140845	0.661971831	0.676056338	0.633802817	0.549295775	0.614285714	0.742857143	0.685714286	0.728571429	0.571428571	0.655412475	0.060053887	0.715466362	0.595358587
108	0.647887324	0.690140845	0.690140845	0.661971831	0.535211268	0.614285714	0.742857143	0.657142857	0.742857143	0.6	0.658249497	0.060776396	0.719025893	0.597473101
112	0.661971831	0.61971831	0.704225352	0.661971831	0.563380282	0.6	0.742857143	0.671428571	0.742857143	0.614285714	0.658269618	0.056958512	0.71522813	0.601311106
116	0.647887324	0.647887324	0.690140845	0.676056338	0.563380282	0.6	0.7	0.671428571	0.671428571	0.571428571	0.643963783	0.0464	0.690363783	0.597563783
120	0.661971831	0.61971831	0.732394366	0.647887324	0.577464789	0.628571429	0.728571429	0.657142857	0.671428571	0.585714286	0.651086519	0.049374753	0.700461272	0.601711766
124	0.661971831	0.690140845	0.676056338	0.647887324	0.507042254	0.628571429	0.742857143	0.671428571	0.728571429	0.585714286	0.654024145	0.06523797	0.719262115	0.588786175
128	0.690140845	0.676056338	0.704225352	0.61971831	0.591549296	0.6	0.657142857	0.671428571	0.685714286	0.585714286	0.648169014	0.042366162	0.690535176	0.605802852
132	0.647887324	0.661971831	0.704225352	0.661971831	0.591549296	0.628571429	0.728571429	0.628571429	0.7	0.585714286	0.653903421	0.044966776	0.698870196	0.608936645
136	0.647887324	0.61971831	0.690140845	0.690140845	0.647887324	0.614285714	0.742857143	0.685714286	0.7	0.585714286	0.662434608	0.045175668	0.707610276	0.617258939
140	0.647887324	0.633802817	0.676056338	0.732394366	0.647887324	0.642857143	0.742857143	0.671428571	0.714285714	0.585714286	0.669517103	0.046182059	0.715699162	0.623335043
144	0.704225352	0.676056338	0.732394366	0.690140845	0.563380282	0.628571429	0.757142857	0.671428571	0.742857143	0.6	0.676619718	0.059963931	0.736583649	0.616655787
148	0.647887324	0.690140845	0.690140845	0.690140845	0.577464789	0.657142857	0.742857143	0.685714286	0.714285714	0.614285714	0.671006036	0.045874056	0.716880092	0.62513198
152	0.647887324	0.690140845	0.746478873	0.690140845	0.61971831	0.614285714	0.742857143	0.685714286	0.685714286	0.6	0.672293763	0.048405633	0.720699396	0.62388813
156	0.676056338	0.690140845	0.718309859	0.746478873	0.605633803	0.642857143	0.757142857	0.7	0.728571429	0.614285714	0.687947686	0.050311343	0.738259029	0.637636343
160	0.704225352	0.690140845	0.704225352	0.633802817	0.605633803	0.642857143	0.757142857	0.685714286	0.714285714	0.614285714	0.675231388	0.046444407	0.721675795	0.628786981
164	0.704225352	0.746478873	0.690140845	0.732394366	0.661971831	0.628571429	0.742857143	0.628571429	0.742857143	0.628571429	0.690663984	0.04783185	0.738495834	0.642832134
168	0.704225352	0.676056338	0.704225352	0.76056338	0.605633803	0.628571429	0.728571429	0.671428571	0.685714286	0.6	0.676498994	0.049596079	0.726095073	0.626902914
172	0.690140845	0.690140845	0.704225352	0.746478873	0.647887324	0.628571429	0.7	0.671428571	0.714285714	0.642857143	0.68360161	0.034332141	0.717933751	0.649269468
