Num_Hidden	NO1	NO2	NO3	NO4	NO5	NO6	NO7	NO8	NO9	NO10	ʮAccuracy of 10 folds	Variances
176	0.718309859	0.704225352	0.718309859	0.718309859	0.690140845	0.657142857	0.757142857	0.657142857	0.728571429	0.628571429	0.69778672	0.03732153	0.735108251	0.66046519
180	0.647887324	0.690140845	0.732394366	0.690140845	0.676056338	0.7	0.757142857	0.685714286	0.714285714	0.585714286	0.687947686	0.044513978	0.732461664	0.643433709
184	0.704225352	0.690140845	0.718309859	0.718309859	0.690140845	0.671428571	0.742857143	0.657142857	0.728571429	0.628571429	0.694969819	0.033223331	0.72819315	0.661746488
188	0.704225352	0.661971831	0.732394366	0.676056338	0.591549296	0.642857143	0.757142857	0.714285714	0.728571429	0.6	0.680905433	0.053622047	0.73452748	0.627283385
192	0.647887324	0.746478873	0.718309859	0.704225352	0.61971831	0.642857143	0.757142857	0.671428571	0.728571429	0.642857143	0.687947686	0.04652984	0.734477526	0.641417847
196	0.704225352	0.76056338	0.704225352	0.661971831	0.647887324	0.7	0.757142857	0.671428571	0.742857143	0.614285714	0.696458753	0.045831654	0.742290406	0.650627099
200	0.661971831	0.732394366	0.732394366	0.788732394	0.690140845	0.614285714	0.742857143	0.671428571	0.742857143	0.642857143	0.701991952	0.051553792	0.753545743	0.65043816
204	0.661971831	0.732394366	0.718309859	0.732394366	0.704225352	0.642857143	0.757142857	0.628571429	0.742857143	0.628571429	0.694929577	0.047130004	0.742059582	0.647799573
208	0.690140845	0.690140845	0.690140845	0.633802817	0.690140845	0.685714286	0.771428571	0.685714286	0.714285714	0.585714286	0.683722334	0.045712979	0.729435313	0.638009355
212	0.690140845	0.76056338	0.690140845	0.774647887	0.732394366	0.628571429	0.757142857	0.671428571	0.728571429	0.6	0.703360161	0.055110003	0.758470164	0.648250158
216	0.704225352	0.76056338	0.704225352	0.788732394	0.718309859	0.685714286	0.771428571	0.7	0.742857143	0.657142857	0.72331992	0.039311225	0.762631145	0.684008694
220	0.704225352	0.76056338	0.732394366	0.746478873	0.605633803	0.685714286	0.742857143	0.7	0.7	0.6	0.69778672	0.052718371	0.750505092	0.645068349
224	0.704225352	0.76056338	0.732394366	0.732394366	0.732394366	0.685714286	0.742857143	0.714285714	0.742857143	0.628571429	0.717625755	0.035931828	0.753557583	0.681693926
228	0.704225352	0.690140845	0.704225352	0.676056338	0.718309859	0.671428571	0.728571429	0.671428571	0.7	0.642857143	0.690724346	0.024280379	0.715004725	0.666443967
232	0.676056338	0.746478873	0.732394366	0.746478873	0.676056338	0.657142857	0.785714286	0.7	0.685714286	0.6	0.700603622	0.050892706	0.751496328	0.649710915
236	0.704225352	0.676056338	0.690140845	0.718309859	0.76056338	0.7	0.728571429	0.671428571	0.742857143	0.657142857	0.704929577	0.031232426	0.736162004	0.673697151
240	0.690140845	0.746478873	0.746478873	0.732394366	0.633802817	0.685714286	0.757142857	0.728571429	0.757142857	0.628571429	0.710643863	0.046227026	0.756870889	0.664416837
244	0.676056338	0.732394366	0.661971831	0.802816901	0.704225352	0.7	0.757142857	0.7	0.714285714	0.685714286	0.713460765	0.039394863	0.752855627	0.674065902
248	0.704225352	0.718309859	0.690140845	0.76056338	0.661971831	0.671428571	0.785714286	0.671428571	0.728571429	0.642857143	0.703521127	0.043013502	0.746534628	0.660507625
252	0.704225352	0.746478873	0.718309859	0.746478873	0.704225352	0.671428571	0.742857143	0.685714286	0.728571429	0.585714286	0.703400402	0.046163401	0.749563803	0.657237001
256	0.718309859	0.76056338	0.732394366	0.732394366	0.718309859	0.685714286	0.8	0.685714286	0.757142857	0.657142857	0.724768612	0.039765032	0.764533644	0.68500358
260	0.704225352	0.718309859	0.718309859	0.76056338	0.591549296	0.642857143	0.728571429	0.728571429	0.728571429	0.657142857	0.697867203	0.048603874	0.746471077	0.649263329
264	0.718309859	0.704225352	0.704225352	0.704225352	0.718309859	0.628571429	0.771428571	0.7	0.714285714	0.657142857	0.702072435	0.035952762	0.738025196	0.666119673
268	0.704225352	0.76056338	0.718309859	0.76056338	0.633802817	0.714285714	0.785714286	0.685714286	0.714285714	0.685714286	0.716317907	0.041918423	0.758236331	0.674399484
272	0.704225352	0.746478873	0.704225352	0.746478873	0.718309859	0.7	0.771428571	0.7	0.728571429	0.642857143	0.716257545	0.033514363	0.749771908	0.682743182
276	0.718309859	0.76056338	0.704225352	0.704225352	0.647887324	0.657142857	0.757142857	0.685714286	0.742857143	0.6	0.697806841	0.048835817	0.746642658	0.648971024
280	0.704225352	0.676056338	0.746478873	0.746478873	0.718309859	0.671428571	0.728571429	0.728571429	0.714285714	0.628571429	0.706297787	0.035504163	0.741801949	0.670793624
284	0.704225352	0.746478873	0.732394366	0.746478873	0.718309859	0.7	0.785714286	0.7	0.728571429	0.628571429	0.719074447	0.039179117	0.758253563	0.67989533
288	0.676056338	0.746478873	0.746478873	0.774647887	0.732394366	0.657142857	0.757142857	0.671428571	0.742857143	0.685714286	0.719034205	0.039814252	0.758848457	0.679219954
292	0.718309859	0.76056338	0.732394366	0.676056338	0.690140845	0.685714286	0.714285714	0.685714286	0.742857143	0.685714286	0.70917505	0.02744871	0.73662376	0.681726341
296	0.704225352	0.76056338	0.718309859	0.732394366	0.732394366	0.7	0.785714286	0.714285714	0.757142857	0.671428571	0.727645875	0.031795481	0.759441357	0.695850394
