max_depth	min_samples_leaf	Accuracy
13	35	0.9275274056029232
13	37	0.9244823386114495
13	39	0.9214372716199757
13	41	0.9208282582216809
13	43	0.9196102314250914
13	45	0.9196102314250914
13	47	0.9171741778319124
13	49	0.915347137637028
13	51	0.9104750304506699
13	53	0.9043848964677222
13	55	0.9019488428745432
13	57	0.8989037758830695
13	59	0.8976857490864799
13	61	0.8946406820950061
13	63	0.8842874543239951
13	65	0.8842874543239951
13	67	0.8836784409257004
13	69	0.8836784409257004
13	71	0.8836784409257004
13	73	0.8836784409257004
13	75	0.8836784409257004
13	77	0.8806333739342266
13	79	0.8806333739342266
13	81	0.8806333739342266
13	83	0.8781973203410475
13	85	0.8781973203410475
13	87	0.8781973203410475
13	89	0.8781973203410475
13	91	0.8775883069427527
13	93	0.8763702801461632
13	95	0.8751522533495737
13	97	0.8739342265529841
13	99	0.8647990255785627
13	101	0.8647990255785627
15	5	0.9866017052375152
15	7	0.976857490864799
15	9	0.9695493300852619
15	11	0.9585870889159561
15	13	0.9567600487210719
15	15	0.9549330085261876
15	17	0.9524969549330086
15	19	0.9433617539585871
15	21	0.940925700365408
15	23	0.9378806333739342
15	25	0.9348355663824605
15	27	0.9342265529841657
15	29	0.9330085261875761
15	31	0.9287454323995128
15	33	0.9287454323995128
15	35	0.9275274056029232
15	37	0.9244823386114495
15	39	0.9214372716199757
15	41	0.9208282582216809
15	43	0.9196102314250914
15	45	0.9196102314250914
15	47	0.9171741778319124
15	49	0.915347137637028
15	51	0.9104750304506699
15	53	0.9043848964677222
15	55	0.9019488428745432
15	57	0.8989037758830695
15	59	0.8976857490864799
15	61	0.8946406820950061
15	63	0.8842874543239951
15	65	0.8842874543239951
15	67	0.8836784409257004
15	69	0.8836784409257004
15	71	0.8836784409257004
15	73	0.8836784409257004
15	75	0.8836784409257004
15	77	0.8806333739342266
15	79	0.8806333739342266
15	81	0.8806333739342266
15	83	0.8781973203410475
15	85	0.8781973203410475
15	87	0.8781973203410475
15	89	0.8781973203410475
15	91	0.8775883069427527
15	93	0.8763702801461632
15	95	0.8751522533495737
15	97	0.8739342265529841
15	99	0.8647990255785627
15	101	0.8647990255785627
17	5	0.9866017052375152
17	7	0.976857490864799
17	9	0.9695493300852619
17	11	0.9585870889159561
17	13	0.9567600487210719
17	15	0.9549330085261876
17	17	0.9524969549330086
17	19	0.9433617539585871
17	21	0.940925700365408
17	23	0.9378806333739342
17	25	0.9348355663824605
17	27	0.9342265529841657
17	29	0.9330085261875761
17	31	0.9287454323995128
17	33	0.9287454323995128
17	35	0.9275274056029232
17	37	0.9244823386114495
17	39	0.9214372716199757
17	41	0.9208282582216809
17	43	0.9196102314250914
17	45	0.9196102314250914
17	47	0.9171741778319124
17	49	0.915347137637028
17	51	0.9104750304506699
17	53	0.9043848964677222
17	55	0.9019488428745432
17	57	0.8989037758830695
17	59	0.8976857490864799
17	61	0.8946406820950061
17	63	0.8842874543239951
17	65	0.8842874543239951
17	67	0.8836784409257004
17	69	0.8836784409257004
17	71	0.8836784409257004
17	73	0.8836784409257004
17	75	0.8836784409257004
17	77	0.8806333739342266
17	79	0.8806333739342266
17	81	0.8806333739342266
17	83	0.8781973203410475
17	85	0.8781973203410475
17	87	0.8781973203410475
17	89	0.8781973203410475
17	91	0.8775883069427527
17	93	0.8763702801461632
17	95	0.8751522533495737
17	97	0.8739342265529841
17	99	0.8647990255785627
17	101	0.8647990255785627
19	5	0.9866017052375152
19	7	0.976857490864799
19	9	0.9695493300852619
19	11	0.9585870889159561
19	13	0.9567600487210719
19	15	0.9549330085261876
19	17	0.9524969549330086
19	19	0.9433617539585871
19	21	0.940925700365408
19	23	0.9378806333739342
19	25	0.9348355663824605
19	27	0.9342265529841657
19	29	0.9330085261875761
19	31	0.9287454323995128
19	33	0.9287454323995128
19	35	0.9275274056029232
19	37	0.9244823386114495
19	39	0.9214372716199757
19	41	0.9208282582216809
19	43	0.9196102314250914
19	45	0.9196102314250914
19	47	0.9171741778319124
19	49	0.915347137637028
19	51	0.9104750304506699
19	53	0.9043848964677222
19	55	0.9019488428745432
19	57	0.8989037758830695
19	59	0.8976857490864799
19	61	0.8946406820950061
19	63	0.8842874543239951
19	65	0.8842874543239951
19	67	0.8836784409257004
19	69	0.8836784409257004
19	71	0.8836784409257004
19	73	0.8836784409257004
19	75	0.8836784409257004
19	77	0.8806333739342266
19	79	0.8806333739342266
19	81	0.8806333739342266
19	83	0.8781973203410475
19	85	0.8781973203410475
19	87	0.8781973203410475
19	89	0.8781973203410475
19	91	0.8775883069427527
19	93	0.8763702801461632
19	95	0.8751522533495737
19	97	0.8739342265529841
19	99	0.8647990255785627
19	101	0.8647990255785627
21	5	0.9866017052375152
21	7	0.976857490864799
21	9	0.9695493300852619
21	11	0.9585870889159561
21	13	0.9567600487210719
21	15	0.9549330085261876
21	17	0.9524969549330086
21	19	0.9433617539585871
21	21	0.940925700365408
21	23	0.9378806333739342
21	25	0.9348355663824605
21	27	0.9342265529841657
21	29	0.9330085261875761
21	31	0.9287454323995128
21	33	0.9287454323995128
21	35	0.9275274056029232
21	37	0.9244823386114495
21	39	0.9214372716199757
21	41	0.9208282582216809
21	43	0.9196102314250914
21	45	0.9196102314250914
21	47	0.9171741778319124
21	49	0.915347137637028
21	51	0.9104750304506699
21	53	0.9043848964677222
21	55	0.9019488428745432
21	57	0.8989037758830695
21	59	0.8976857490864799
21	61	0.8946406820950061
21	63	0.8842874543239951
21	65	0.8842874543239951
21	67	0.8836784409257004
21	69	0.8836784409257004
21	71	0.8836784409257004
21	73	0.8836784409257004
21	75	0.8836784409257004
21	77	0.8806333739342266
21	79	0.8806333739342266
21	81	0.8806333739342266
21	83	0.8781973203410475
21	85	0.8781973203410475
21	87	0.8781973203410475
21	89	0.8781973203410475
21	91	0.8775883069427527
21	93	0.8763702801461632
21	95	0.8751522533495737
21	97	0.8739342265529841
21	99	0.8647990255785627
21	101	0.8647990255785627
23	5	0.9866017052375152
23	7	0.976857490864799
23	9	0.9695493300852619
23	11	0.9585870889159561
23	13	0.9567600487210719
23	15	0.9549330085261876
23	17	0.9524969549330086
23	19	0.9433617539585871
23	21	0.940925700365408
23	23	0.9378806333739342
23	25	0.9348355663824605
23	27	0.9342265529841657
23	29	0.9330085261875761
23	31	0.9287454323995128
23	33	0.9287454323995128
23	35	0.9275274056029232
23	37	0.9244823386114495
23	39	0.9214372716199757
23	41	0.9208282582216809
23	43	0.9196102314250914
23	45	0.9196102314250914
23	47	0.9171741778319124
23	49	0.915347137637028
23	51	0.9104750304506699
23	53	0.9043848964677222
23	55	0.9019488428745432
23	57	0.8989037758830695
23	59	0.8976857490864799
23	61	0.8946406820950061
23	63	0.8842874543239951
23	65	0.8842874543239951
23	67	0.8836784409257004
23	69	0.8836784409257004
23	71	0.8836784409257004
23	73	0.8836784409257004
23	75	0.8836784409257004
23	77	0.8806333739342266
23	79	0.8806333739342266
23	81	0.8806333739342266
23	83	0.8781973203410475
23	85	0.8781973203410475
23	87	0.8781973203410475
23	89	0.8781973203410475
23	91	0.8775883069427527
23	93	0.8763702801461632
23	95	0.8751522533495737
23	97	0.8739342265529841
23	99	0.8647990255785627
23	101	0.8647990255785627
25	5	0.9866017052375152
25	7	0.976857490864799
25	9	0.9695493300852619
25	11	0.9585870889159561
25	13	0.9567600487210719
25	15	0.9549330085261876
25	17	0.9524969549330086
25	19	0.9433617539585871
25	21	0.940925700365408
25	23	0.9378806333739342
25	25	0.9348355663824605
25	27	0.9342265529841657
25	29	0.9330085261875761
25	31	0.9287454323995128
25	33	0.9287454323995128
25	35	0.9275274056029232
25	37	0.9244823386114495
25	39	0.9214372716199757
25	41	0.9208282582216809
25	43	0.9196102314250914
25	45	0.9196102314250914
25	47	0.9171741778319124
25	49	0.915347137637028
25	51	0.9104750304506699
25	53	0.9043848964677222
25	55	0.9019488428745432
25	57	0.8989037758830695
25	59	0.8976857490864799
25	61	0.8946406820950061
25	63	0.8842874543239951
25	65	0.8842874543239951
25	67	0.8836784409257004
25	69	0.8836784409257004
25	71	0.8836784409257004
25	73	0.8836784409257004
25	75	0.8836784409257004
25	77	0.8806333739342266
25	79	0.8806333739342266
25	81	0.8806333739342266
25	83	0.8781973203410475
25	85	0.8781973203410475
25	87	0.8781973203410475
25	89	0.8781973203410475
25	91	0.8775883069427527
25	93	0.8763702801461632
25	95	0.8751522533495737
25	97	0.8739342265529841
25	99	0.8647990255785627
25	101	0.8647990255785627
27	5	0.9866017052375152
27	7	0.976857490864799
27	9	0.9695493300852619
27	11	0.9585870889159561
27	13	0.9567600487210719
27	15	0.9549330085261876
27	17	0.9524969549330086
27	19	0.9433617539585871
27	21	0.940925700365408
27	23	0.9378806333739342
27	25	0.9348355663824605
27	27	0.9342265529841657
27	29	0.9330085261875761
27	31	0.9287454323995128
27	33	0.9287454323995128
27	35	0.9275274056029232
27	37	0.9244823386114495
27	39	0.9214372716199757
27	41	0.9208282582216809
27	43	0.9196102314250914
27	45	0.9196102314250914
27	47	0.9171741778319124
27	49	0.915347137637028
27	51	0.9104750304506699
27	53	0.9043848964677222
27	55	0.9019488428745432
27	57	0.8989037758830695
27	59	0.8976857490864799
27	61	0.8946406820950061
27	63	0.8842874543239951
27	65	0.8842874543239951
27	67	0.8836784409257004
27	69	0.8836784409257004
27	71	0.8836784409257004
27	73	0.8836784409257004
27	75	0.8836784409257004
27	77	0.8806333739342266
27	79	0.8806333739342266
27	81	0.8806333739342266
27	83	0.8781973203410475
27	85	0.8781973203410475
27	87	0.8781973203410475
27	89	0.8781973203410475
27	91	0.8775883069427527
27	93	0.8763702801461632
27	95	0.8751522533495737
27	97	0.8739342265529841
27	99	0.8647990255785627
27	101	0.8647990255785627
29	5	0.9866017052375152
29	7	0.976857490864799
29	9	0.9695493300852619
29	11	0.9585870889159561
29	13	0.9567600487210719
29	15	0.9549330085261876
29	17	0.9524969549330086
29	19	0.9433617539585871
29	21	0.940925700365408
29	23	0.9378806333739342
29	25	0.9348355663824605
29	27	0.9342265529841657
29	29	0.9330085261875761
29	31	0.9287454323995128
29	33	0.9287454323995128
29	35	0.9275274056029232
29	37	0.9244823386114495
29	39	0.9214372716199757
29	41	0.9208282582216809
29	43	0.9196102314250914
29	45	0.9196102314250914
29	47	0.9171741778319124
29	49	0.915347137637028
29	51	0.9104750304506699
29	53	0.9043848964677222
29	55	0.9019488428745432
29	57	0.8989037758830695
29	59	0.8976857490864799
29	61	0.8946406820950061
29	63	0.8842874543239951
29	65	0.8842874543239951
29	67	0.8836784409257004
29	69	0.8836784409257004
29	71	0.8836784409257004
29	73	0.8836784409257004
29	75	0.8836784409257004
29	77	0.8806333739342266
29	79	0.8806333739342266
29	81	0.8806333739342266
29	83	0.8781973203410475
29	85	0.8781973203410475
29	87	0.8781973203410475
29	89	0.8781973203410475
29	91	0.8775883069427527
29	93	0.8763702801461632
29	95	0.8751522533495737
29	97	0.8739342265529841
29	99	0.8647990255785627
29	101	0.8647990255785627
31	5	0.9866017052375152
31	7	0.976857490864799
31	9	0.9695493300852619
31	11	0.9585870889159561
31	13	0.9567600487210719
31	15	0.9549330085261876
31	17	0.9524969549330086
31	19	0.9433617539585871
31	21	0.940925700365408
31	23	0.9378806333739342
31	25	0.9348355663824605
31	27	0.9342265529841657
31	29	0.9330085261875761
31	31	0.9287454323995128
31	33	0.9287454323995128
31	35	0.9275274056029232
31	37	0.9244823386114495
31	39	0.9214372716199757
31	41	0.9208282582216809
31	43	0.9196102314250914
31	45	0.9196102314250914
31	47	0.9171741778319124
31	49	0.915347137637028
31	51	0.9104750304506699
31	53	0.9043848964677222
31	55	0.9019488428745432
31	57	0.8989037758830695
31	59	0.8976857490864799
31	61	0.8946406820950061
31	63	0.8842874543239951
31	65	0.8842874543239951
31	67	0.8836784409257004
31	69	0.8836784409257004
31	71	0.8836784409257004
31	73	0.8836784409257004
31	75	0.8836784409257004
31	77	0.8806333739342266
31	79	0.8806333739342266
31	81	0.8806333739342266
31	83	0.8781973203410475
31	85	0.8781973203410475
31	87	0.8781973203410475
31	89	0.8781973203410475
31	91	0.8775883069427527
31	93	0.8763702801461632
31	95	0.8751522533495737
31	97	0.8739342265529841
31	99	0.8647990255785627
31	101	0.8647990255785627
33	5	0.9866017052375152
33	7	0.976857490864799
33	9	0.9695493300852619
33	11	0.9585870889159561
33	13	0.9567600487210719
33	15	0.9549330085261876
33	17	0.9524969549330086
33	19	0.9433617539585871
33	21	0.940925700365408
33	23	0.9378806333739342
33	25	0.9348355663824605
33	27	0.9342265529841657
33	29	0.9330085261875761
33	31	0.9287454323995128
33	33	0.9287454323995128
33	35	0.9275274056029232
33	37	0.9244823386114495
33	39	0.9214372716199757
33	41	0.9208282582216809
33	43	0.9196102314250914
33	45	0.9196102314250914
33	47	0.9171741778319124
33	49	0.915347137637028
33	51	0.9104750304506699
33	53	0.9043848964677222
33	55	0.9019488428745432
33	57	0.8989037758830695
33	59	0.8976857490864799
33	61	0.8946406820950061
33	63	0.8842874543239951
33	65	0.8842874543239951
33	67	0.8836784409257004
33	69	0.8836784409257004
33	71	0.8836784409257004
33	73	0.8836784409257004
33	75	0.8836784409257004
33	77	0.8806333739342266
33	79	0.8806333739342266
33	81	0.8806333739342266
33	83	0.8781973203410475
33	85	0.8781973203410475
33	87	0.8781973203410475
33	89	0.8781973203410475
33	91	0.8775883069427527
33	93	0.8763702801461632
33	95	0.8751522533495737
33	97	0.8739342265529841
33	99	0.8647990255785627
33	101	0.8647990255785627
35	5	0.9866017052375152
35	7	0.976857490864799
35	9	0.9695493300852619
35	11	0.9585870889159561
35	13	0.9567600487210719
35	15	0.9549330085261876
35	17	0.9524969549330086
35	19	0.9433617539585871
35	21	0.940925700365408
35	23	0.9378806333739342
35	25	0.9348355663824605
35	27	0.9342265529841657
35	29	0.9330085261875761
35	31	0.9287454323995128
35	33	0.9287454323995128
35	35	0.9275274056029232
35	37	0.9244823386114495
35	39	0.9214372716199757
35	41	0.9208282582216809
35	43	0.9196102314250914
35	45	0.9196102314250914
35	47	0.9171741778319124
35	49	0.915347137637028
35	51	0.9104750304506699
35	53	0.9043848964677222
35	55	0.9019488428745432
35	57	0.8989037758830695
35	59	0.8976857490864799
35	61	0.8946406820950061
35	63	0.8842874543239951
35	65	0.8842874543239951
35	67	0.8836784409257004
35	69	0.8836784409257004
35	71	0.8836784409257004
35	73	0.8836784409257004
35	75	0.8836784409257004
35	77	0.8806333739342266
35	79	0.8806333739342266
35	81	0.8806333739342266
35	83	0.8781973203410475
35	85	0.8781973203410475
35	87	0.8781973203410475
35	89	0.8781973203410475
35	91	0.8775883069427527
35	93	0.8763702801461632
35	95	0.8751522533495737
35	97	0.8739342265529841
35	99	0.8647990255785627
35	101	0.8647990255785627
37	5	0.9866017052375152
37	7	0.976857490864799
37	9	0.9695493300852619
37	11	0.9585870889159561
37	13	0.9567600487210719
37	15	0.9549330085261876
37	17	0.9524969549330086
37	19	0.9433617539585871
37	21	0.940925700365408
37	23	0.9378806333739342
37	25	0.9348355663824605
37	27	0.9342265529841657
37	29	0.9330085261875761
37	31	0.9287454323995128
37	33	0.9287454323995128
37	35	0.9275274056029232
37	37	0.9244823386114495
37	39	0.9214372716199757
37	41	0.9208282582216809
37	43	0.9196102314250914
37	45	0.9196102314250914
37	47	0.9171741778319124
37	49	0.915347137637028
37	51	0.9104750304506699
37	53	0.9043848964677222
37	55	0.9019488428745432
37	57	0.8989037758830695
37	59	0.8976857490864799
37	61	0.8946406820950061
37	63	0.8842874543239951
37	65	0.8842874543239951
37	67	0.8836784409257004
37	69	0.8836784409257004
37	71	0.8836784409257004
37	73	0.8836784409257004
37	75	0.8836784409257004
37	77	0.8806333739342266
37	79	0.8806333739342266
37	81	0.8806333739342266
37	83	0.8781973203410475
37	85	0.8781973203410475
37	87	0.8781973203410475
37	89	0.8781973203410475
37	91	0.8775883069427527
37	93	0.8763702801461632
37	95	0.8751522533495737
37	97	0.8739342265529841
37	99	0.8647990255785627
37	101	0.8647990255785627
39	5	0.9866017052375152
39	7	0.976857490864799
39	9	0.9695493300852619
39	11	0.9585870889159561
39	13	0.9567600487210719
39	15	0.9549330085261876
39	17	0.9524969549330086
39	19	0.9433617539585871
39	21	0.940925700365408
39	23	0.9378806333739342
39	25	0.9348355663824605
39	27	0.9342265529841657
39	29	0.9330085261875761
39	31	0.9287454323995128
39	33	0.9287454323995128
39	35	0.9275274056029232
39	37	0.9244823386114495
39	39	0.9214372716199757
39	41	0.9208282582216809
39	43	0.9196102314250914
39	45	0.9196102314250914
39	47	0.9171741778319124
39	49	0.915347137637028
39	51	0.9104750304506699
39	53	0.9043848964677222
39	55	0.9019488428745432
39	57	0.8989037758830695
39	59	0.8976857490864799
39	61	0.8946406820950061
39	63	0.8842874543239951
39	65	0.8842874543239951
39	67	0.8836784409257004
39	69	0.8836784409257004
39	71	0.8836784409257004
39	73	0.8836784409257004
39	75	0.8836784409257004
39	77	0.8806333739342266
39	79	0.8806333739342266
39	81	0.8806333739342266
39	83	0.8781973203410475
39	85	0.8781973203410475
39	87	0.8781973203410475
39	89	0.8781973203410475
39	91	0.8775883069427527
39	93	0.8763702801461632
39	95	0.8751522533495737
39	97	0.8739342265529841
39	99	0.8647990255785627
39	101	0.8647990255785627
41	5	0.9866017052375152
41	7	0.976857490864799
41	9	0.9695493300852619
41	11	0.9585870889159561
41	13	0.9567600487210719
41	15	0.9549330085261876
41	17	0.9524969549330086
41	19	0.9433617539585871
41	21	0.940925700365408
41	23	0.9378806333739342
41	25	0.9348355663824605
41	27	0.9342265529841657
41	29	0.9330085261875761
41	31	0.9287454323995128
41	33	0.9287454323995128
41	35	0.9275274056029232
41	37	0.9244823386114495
41	39	0.9214372716199757
41	41	0.9208282582216809
41	43	0.9196102314250914
41	45	0.9196102314250914
41	47	0.9171741778319124
41	49	0.915347137637028
41	51	0.9104750304506699
41	53	0.9043848964677222
41	55	0.9019488428745432
41	57	0.8989037758830695
41	59	0.8976857490864799
41	61	0.8946406820950061
41	63	0.8842874543239951
41	65	0.8842874543239951
41	67	0.8836784409257004
41	69	0.8836784409257004
41	71	0.8836784409257004
41	73	0.8836784409257004
41	75	0.8836784409257004
41	77	0.8806333739342266
41	79	0.8806333739342266
41	81	0.8806333739342266
41	83	0.8781973203410475
41	85	0.8781973203410475
41	87	0.8781973203410475
41	89	0.8781973203410475
41	91	0.8775883069427527
41	93	0.8763702801461632
41	95	0.8751522533495737
41	97	0.8739342265529841
41	99	0.8647990255785627
41	101	0.8647990255785627
43	5	0.9866017052375152
43	7	0.976857490864799
43	9	0.9695493300852619
43	11	0.9585870889159561
43	13	0.9567600487210719
43	15	0.9549330085261876
43	17	0.9524969549330086
43	19	0.9433617539585871
43	21	0.940925700365408
43	23	0.9378806333739342
43	25	0.9348355663824605
43	27	0.9342265529841657
43	29	0.9330085261875761
43	31	0.9287454323995128
43	33	0.9287454323995128
43	35	0.9275274056029232
43	37	0.9244823386114495
43	39	0.9214372716199757
43	41	0.9208282582216809
43	43	0.9196102314250914
43	45	0.9196102314250914
43	47	0.9171741778319124
43	49	0.915347137637028
43	51	0.9104750304506699
43	53	0.9043848964677222
43	55	0.9019488428745432
43	57	0.8989037758830695
43	59	0.8976857490864799
43	61	0.8946406820950061
43	63	0.8842874543239951
43	65	0.8842874543239951
43	67	0.8836784409257004
43	69	0.8836784409257004
43	71	0.8836784409257004
43	73	0.8836784409257004
43	75	0.8836784409257004
43	77	0.8806333739342266
43	79	0.8806333739342266
43	81	0.8806333739342266
43	83	0.8781973203410475
43	85	0.8781973203410475
43	87	0.8781973203410475
43	89	0.8781973203410475
43	91	0.8775883069427527
43	93	0.8763702801461632
43	95	0.8751522533495737
43	97	0.8739342265529841
43	99	0.8647990255785627
43	101	0.8647990255785627
45	5	0.9866017052375152
45	7	0.976857490864799
45	9	0.9695493300852619
45	11	0.9585870889159561
45	13	0.9567600487210719
45	15	0.9549330085261876
45	17	0.9524969549330086
45	19	0.9433617539585871
45	21	0.940925700365408
45	23	0.9378806333739342
45	25	0.9348355663824605
45	27	0.9342265529841657
45	29	0.9330085261875761
45	31	0.9287454323995128
45	33	0.9287454323995128
45	35	0.9275274056029232
45	37	0.9244823386114495
45	39	0.9214372716199757
45	41	0.9208282582216809
45	43	0.9196102314250914
45	45	0.9196102314250914
45	47	0.9171741778319124
45	49	0.915347137637028
45	51	0.9104750304506699
45	53	0.9043848964677222
45	55	0.9019488428745432
45	57	0.8989037758830695
45	59	0.8976857490864799
45	61	0.8946406820950061
45	63	0.8842874543239951
45	65	0.8842874543239951
45	67	0.8836784409257004
45	69	0.8836784409257004
45	71	0.8836784409257004
45	73	0.8836784409257004
45	75	0.8836784409257004
45	77	0.8806333739342266
45	79	0.8806333739342266
45	81	0.8806333739342266
45	83	0.8781973203410475
45	85	0.8781973203410475
45	87	0.8781973203410475
45	89	0.8781973203410475
45	91	0.8775883069427527
45	93	0.8763702801461632
45	95	0.8751522533495737
45	97	0.8739342265529841
45	99	0.8647990255785627
45	101	0.8647990255785627
47	5	0.9866017052375152
47	7	0.976857490864799
47	9	0.9695493300852619
47	11	0.9585870889159561
47	13	0.9567600487210719
47	15	0.9549330085261876
47	17	0.9524969549330086
47	19	0.9433617539585871
47	21	0.940925700365408
47	23	0.9378806333739342
47	25	0.9348355663824605
47	27	0.9342265529841657
47	29	0.9330085261875761
47	31	0.9287454323995128
47	33	0.9287454323995128
47	35	0.9275274056029232
47	37	0.9244823386114495
47	39	0.9214372716199757
47	41	0.9208282582216809
47	43	0.9196102314250914
47	45	0.9196102314250914
47	47	0.9171741778319124
47	49	0.915347137637028
47	51	0.9104750304506699
47	53	0.9043848964677222
47	55	0.9019488428745432
47	57	0.8989037758830695
47	59	0.8976857490864799
47	61	0.8946406820950061
47	63	0.8842874543239951
47	65	0.8842874543239951
47	67	0.8836784409257004
47	69	0.8836784409257004
47	71	0.8836784409257004
47	73	0.8836784409257004
47	75	0.8836784409257004
47	77	0.8806333739342266
47	79	0.8806333739342266
47	81	0.8806333739342266
47	83	0.8781973203410475
47	85	0.8781973203410475
47	87	0.8781973203410475
47	89	0.8781973203410475
47	91	0.8775883069427527
47	93	0.8763702801461632
47	95	0.8751522533495737
47	97	0.8739342265529841
47	99	0.8647990255785627
47	101	0.8647990255785627
