Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	RES
3385.5	158.959	8.334	2.776	37.774	3.194	347.259	5	0
3385.6	160.608	9.256	2.779	49.384	3.163	300.331	5	0
3385.7	161.329	10.038	2.781	57.267	3.132	249.736	5	0
3385.8	161.033	10.384	2.781	58.069	3.1	213.681	5	0
3385.9	159.814	10.096	2.78	51.184	3.071	202.513	5	0
3386	157.96	9.279	2.779	38.382	3.059	220.198	5	0
3386.1	156.218	8.534	2.781	27.96	3.058	253.475	5	0
3386.2	155.087	7.997	2.786	21.744	3.057	272.575	4	0
3386.3	154.541	7.714	2.793	18.821	3.047	273.688	4	0
3386.4	154.505	7.672	2.803	18.436	3.021	257.72	4	0
3386.5	154.839	7.83	2.811	19.691	2.977	229.768	3	0
3386.6	155.4	7.964	2.815	20.92	2.928	200.467	3	0
3386.7	155.995	7.983	2.814	21.429	2.881	177.295	3	0
3386.8	156.572	7.861	2.81	21.264	2.843	161.444	3	0
3386.9	157.072	7.613	2.806	20.894	2.823	154.624	3	0
3387	157.424	7.258	2.802	21.098	2.839	158.76	3	0
3387.1	157.408	6.811	2.801	22.891	2.876	183.751	3	0
3387.2	157.16	6.365	2.803	26.002	2.923	222.259	5	0
3387.3	156.867	5.994	2.808	29.475	2.968	269.933	5	0
3387.4	156.768	5.773	2.814	32.668	3.001	323.751	5	0
3387.5	157.161	5.815	2.819	35.14	3.002	380.714	5	0
3387.6	158.971	6.13	2.82	37.136	2.996	432.204	5	0
3387.7	161.936	6.719	2.817	41.72	2.993	458.803	5	0
3387.8	165.742	7.592	2.811	51.501	3.003	450.419	5	0
3387.9	169.991	8.751	2.804	67.096	3.03	405.742	5	0
3388	174.142	10.08	2.797	87.248	3.085	332.046	5	0
3388.1	176.75	11.156	2.794	102.406	3.158	262.873	5	0
3388.2	177.589	11.788	2.796	109.032	3.237	221.366	5	0
3388.3	176.834	11.874	2.802	108.297	3.311	206.681	5	0
3388.4	174.773	11.377	2.811	100.961	3.366	219.035	5	0
3388.5	171.885	10.364	2.819	88.169	3.381	257.813	5	0
3388.6	169.109	9.619	2.825	74.791	3.38	326.669	5	0
3388.7	166.944	9.446	2.83	68.88	3.367	385.202	5	0
3388.8	165.22	9.81	2.835	70.629	3.341	416.202	5	0
3388.9	163.705	10.412	2.841	76.07	3.293	414.556	5	0
3389	162.098	10.301	2.846	78.119	3.207	385.13	5	0
3389.1	159.976	9.295	2.849	66.985	3.109	355.326	5	0
3389.2	157.8	8.015	2.849	51.471	3.006	337.561	5	0
3389.3	155.919	6.858	2.846	37.375	2.9	325.027	5	0
3389.4	154.584	6.109	2.841	27.949	2.794	313.601	5	0
3389.5	153.962	5.885	2.835	24.64	2.721	300.84	3	0
3389.6	154.179	5.901	2.827	24.723	2.687	293.815	3	0
3389.7	154.595	6.052	2.817	24.567	2.688	295.057	3	0
3389.8	155.056	6.306	2.804	23.635	2.717	300.384	3	0
3389.9	155.512	6.666	2.792	22.148	2.772	304.642	3	0
3390	155.98	7.141	2.779	20.841	2.861	301.733	4	0
3390.1	156.639	7.623	2.77	20.671	2.946	283.577	4	0
3390.2	157.431	8.029	2.764	20.617	3.003	263.677	4	0
3390.3	158.213	8.298	2.764	20.175	3.02	248.329	4	0
3390.4	158.829	8.377	2.77	19.796	2.987	240.908	4	0
3390.5	159.107	8.234	2.783	20.532	2.912	242.772	4	0
3390.6	158.672	7.983	2.797	23.538	2.834	255.627	3	0
3390.7	157.89	7.691	2.808	27.732	2.773	280.441	5	0
3390.8	157.025	7.412	2.816	31.732	2.746	325.904	5	0
3390.9	156.307	7.201	2.82	34.449	2.769	397.175	5	0
3391	155.955	7.304	2.821	35.176	2.863	493.873	5	0
3391.1	156.291	7.889	2.822	37.426	2.968	566.227	5	0
3391.2	156.825	8.688	2.825	42.544	3.057	569.913	5	0
3391.3	157.252	9.431	2.83	47.454	3.111	527.931	5	0
3391.4	157.348	9.814	2.834	48.678	3.12	482.259	5	0
3391.5	156.952	9.417	2.838	42.836	3.06	491.518	5	0
3391.6	155.964	8.559	2.841	34.053	2.971	663.233	5	0
3391.7	155.052	7.686	2.844	28.023	2.877	872.316	5	0
3391.8	154.55	7.044	2.847	25.596	2.797	1034.015	5	0
3391.9	154.691	6.764	2.851	27.106	2.742	1092.333	5	0
3392	155.627	6.868	2.853	32.312	2.721	1013.31	5	0
3392.1	157.577	7.162	2.852	40.106	2.705	807.631	5	0
3392.2	159.764	7.618	2.847	49.142	2.691	619.582	5	0
3392.3	161.829	8.254	2.837	58.456	2.68	478.282	5	0
3392.4	163.459	9.094	2.823	66.376	2.679	391.693	5	0
3392.5	164.366	9.955	2.808	70.778	2.704	352.135	5	0
3392.6	163.857	10.218	2.801	69.212	2.741	353.088	5	0
3392.7	162.474	9.879	2.802	63.182	2.778	387.155	5	0
3392.8	160.551	9.05	2.81	54.043	2.81	452.203	5	0
3392.9	158.403	7.957	2.821	43.448	2.827	535.349	5	0
3393	156.379	7.03	2.825	33.475	2.823	613.677	5	0
3393.1	155.136	6.561	2.819	27.469	2.82	627.372	5	0
3393.2	154.539	6.462	2.806	24.671	2.842	599.09	3	0
3393.3	154.405	6.612	2.792	23.988	2.906	551.892	3	0
3393.4	154.554	6.851	2.778	24.311	3.028	500.152	4	0
3393.5	154.777	6.972	2.769	24.381	3.199	454.455	4	0
3393.6	154.707	7.002	2.766	22.812	3.339	430.47	4	0
3393.7	154.332	7.041	2.769	21.098	3.429	456.43	4	0
3393.8	153.731	7.119	2.776	19.695	3.469	549.898	4	0
3393.9	153.008	7.228	2.785	19.098	3.468	705.648	4	0
3394	152.294	7.289	2.795	19.761	3.449	895.795	4	0
3394.1	151.909	7.309	2.804	21.016	3.426	984.357	4	0
3394.2	151.867	7.346	2.81	21.233	3.395	937.064	4	0
3394.3	152.093	7.411	2.816	20.584	3.347	800.025	4	0
3394.4	152.493	7.481	2.82	19.32	3.277	624.962	4	0
3394.5	152.934	7.454	2.823	17.79	3.167	473.292	4	0
3394.6	153.139	7.309	2.827	16.334	3.039	420.897	3	0
3394.7	153.086	7.074	2.833	15.473	2.914	420.248	3	0
3394.8	152.83	6.763	2.84	15.393	2.807	454.837	3	0
3394.9	152.424	6.393	2.847	16.196	2.728	523.026	3	0
3395	151.941	6.075	2.852	17.862	2.69	631.897	3	0
3395.1	151.475	5.925	2.851	19.96	2.667	830.866	3	0
3395.2	151.084	5.866	2.846	23.181	2.659	1080.558	3	0
3395.3	150.825	5.829	2.836	27.494	2.669	1358.041	5	0
3395.4	150.787	5.744	2.821	32.099	2.702	1642.436	5	0
3395.5	151.08	5.587	2.803	35.687	2.784	1908.913	5	0
3395.6	152.111	5.534	2.785	37.326	2.902	2051.315	5	0
3395.7	153.633	5.69	2.77	36.918	3.044	2009.897	5	0
3395.8	155.431	6.106	2.759	34.995	3.193	1787.874	5	0
3395.9	157.281	6.785	2.753	32.227	3.327	1421.267	5	0
3396	158.918	7.603	2.755	29.45	3.395	980.897	5	0
3396.1	159.776	8.355	2.76	27.221	3.404	627.385	5	0
3396.2	160.011	9.049	2.766	25.483	3.358	393.741	5	0
3396.3	159.787	9.684	2.77	24.165	3.265	254.23	4	0
3396.4	159.273	10.25	2.771	23.274	3.136	187.92	4	0
3396.5	158.67	10.625	2.767	22.822	3.005	171.033	4	0
3396.6	158.338	10.757	2.759	22.586	2.904	188.662	4	0
3396.7	158.294	10.735	2.752	22.157	2.837	209.093	4	0
3396.8	158.441	10.617	2.745	21.249	2.801	224.502	4	0
3396.9	158.667	10.447	2.742	19.645	2.792	232.16	4	0
3397	158.838	10.207	2.745	17.228	2.819	233.011	4	0
3397.1	158.706	9.781	2.751	14.73	2.868	234.72	4	0
3397.2	158.372	9.182	2.759	13.092	2.929	240.78	4	0
3397.3	157.931	8.434	2.765	12.769	2.997	253.651	4	0
3397.4	157.456	7.575	2.769	14.042	3.069	286.454	4	0
3397.5	157.019	6.604	2.77	16.958	3.134	368.094	4	0
3397.6	156.679	5.62	2.768	20.544	3.183	740.074	4	0
3397.7	156.369	4.767	2.766	23.649	3.222	1548.359	4	0
3397.8	156.065	4.152	2.765	26.187	3.259	2719.482	5	0
3397.9	155.752	3.855	2.766	28.538	3.299	4027.65	5	0
3398	155.426	3.973	2.774	31.366	3.354	5107.42	5	0
3398.1	155.102	4.308	2.788	34.511	3.398	5020.768	5	0
3398.2	154.885	4.707	2.803	36.743	3.421	4230.978	5	0
3398.3	154.927	5.088	2.817	37.793	3.421	3200.168	5	0
3398.4	155.403	5.398	2.829	37.898	3.397	2246.846	5	0
3398.5	156.5	5.626	2.83	37.768	3.333	1611.141	5	0
3398.6	158.703	5.95	2.826	39.993	3.251	1362.311	5	0
3398.7	161.303	6.539	2.82	46.427	3.172	1141.346	5	0
3398.8	163.764	7.479	2.814	56.595	3.116	900.851	5	0
3398.9	165.584	8.768	2.809	67.176	3.101	650.459	5	0
3399	166.261	9.98	2.812	72.804	3.144	439.692	5	0
3399.1	164.807	10.317	2.819	65.944	3.191	422.956	5	0
3399.2	162.383	9.861	2.826	53.763	3.229	566.572	5	0
3399.3	159.671	8.839	2.83	41.646	3.249	820.214	5	0
3399.4	157.21	7.616	2.824	33.009	3.244	1133.414	5	0
3399.5	155.48	6.659	2.81	29.884	3.22	1445.417	5	0
3399.6	155.096	6	2.795	29.826	3.207	1619.953	5	0
3399.7	155.282	5.526	2.784	29.863	3.214	1615.17	5	0
3399.8	155.776	5.195	2.778	29.078	3.239	1447.016	5	0
3399.9	156.506	5.004	2.778	27.43	3.272	1158.28	5	0
3400	157.537	5.017	2.787	25.618	3.274	821.955	5	0
3400.1	159.731	5.38	2.798	27.837	3.225	598.824	5	0
3400.2	163.253	6.175	2.809	36.656	3.128	473.711	5	0
3400.3	168.005	7.438	2.815	51.862	2.998	395.144	5	0
3400.4	173.704	9.154	2.817	71.614	2.858	331.627	5	0
3400.5	179.84	11.174	2.816	92.522	2.767	261.91	5	0
3400.6	184.772	13.021	2.816	107.343	2.722	196.765	5	0
3400.7	187.415	14.327	2.82	116.883	2.715	149.217	5	0
3400.8	187.455	14.781	2.827	119.718	2.743	119.943	5	0
3400.9	184.813	14.11	2.835	113.152	2.798	117.021	5	0
3401	179.725	12.153	2.837	94.492	2.855	155.377	5	0
3401.1	172.815	10.02	2.83	68.946	2.894	326.953	5	0
3401.2	166.362	8.241	2.817	48.156	2.929	613.507	5	0
3401.3	161.049	7.058	2.803	34.424	2.975	954.689	5	0
3401.4	157.267	6.54	2.79	27.487	3.045	1269.853	5	0
3401.5	155.155	6.655	2.784	24.985	3.147	1458.541	4	0
3401.6	154.778	6.992	2.786	22.276	3.241	1327.808	4	0
3401.7	154.784	7.318	2.793	19.572	3.31	1069.553	4	0
3401.8	154.767	7.507	2.803	17.287	3.341	813.76	4	0
3401.9	154.493	7.492	2.815	15.754	3.323	662.852	4	0
3402	153.83	7.225	2.822	15.199	3.231	705.478	4	0
3402.1	152.722	6.864	2.823	15.289	3.117	1086.675	3	0
3402.2	151.645	6.513	2.821	15.873	3.007	1536.15	3	0
3402.3	150.813	6.225	2.819	16.782	2.916	1873.18	3	0
3402.4	150.383	6.025	2.82	17.895	2.864	1985.304	3	0
3402.5	150.464	5.903	2.824	19.166	2.888	1814.915	3	0
3402.6	151.243	5.934	2.83	21.958	2.949	1464.175	3	0
3402.7	152.319	6.085	2.834	27.247	3.021	1213.84	5	0
3402.8	153.564	6.257	2.837	34.093	3.081	1099.065	5	0
3402.9	154.902	6.298	2.838	40.6	3.11	1149.576	5	0
3403	156.275	5.88	2.837	44.204	3.085	1386.125	5	0
3403.1	157.696	5.18	2.826	42.404	3.053	1885.953	5	0
3403.2	159.149	4.564	2.807	38.591	3.047	2300.918	5	0
3403.3	160.599	4.247	2.781	36.186	3.081	2477.178	5	0
3403.4	161.996	4.355	2.752	36.34	3.157	2371.754	5	0
3403.5	163.27	4.957	2.734	38.687	3.24	2029.793	5	0
3403.6	164.21	5.892	2.73	41.295	3.297	1650.469	5	0
3403.7	164.837	6.965	2.733	44.273	3.336	1317.605	5	0
3403.8	165.138	7.977	2.741	46.326	3.366	997.759	5	0
3403.9	165.073	8.697	2.754	45.185	3.391	694.995	5	0
3404	164.591	8.693	2.769	38.292	3.396	437.922	5	0
3404.1	163.319	8.203	2.785	28.618	3.382	327.209	5	0
3404.2	161.448	7.583	2.798	21.488	3.346	303.76	4	0
3404.3	159.133	7.021	2.81	17.059	3.281	357.535	4	0
3404.4	156.569	6.614	2.82	15.033	3.189	489.466	4	0
3404.5	154.021	6.38	2.826	14.681	3.099	702.157	3	0
3404.6	152.074	6.223	2.832	15.633	3.041	993.033	3	0
3404.7	150.713	6.107	2.837	17.703	3.008	1265.614	3	0
3404.8	149.808	6.005	2.841	20.527	2.979	1562.654	3	0
3404.9	149.259	5.894	2.843	23.665	2.931	1975.878	3	0
3405	148.958	5.706	2.842	26.59	2.849	2623.197	5	0
3405.1	148.995	5.523	2.839	28.893	2.78	3563.862	5	0
3405.2	149.392	5.446	2.837	31.3	2.75	4182.751	5	0
3405.3	150.162	5.529	2.838	33.657	2.768	4267.403	5	0
3405.4	151.268	5.779	2.841	35.475	2.841	3828.169	5	0
3405.5	152.609	6.05	2.846	36.104	2.947	3080.418	5	0
3405.6	153.898	6.134	2.846	35.589	3.042	3080.378	5	0
3405.7	154.913	6.066	2.841	34.784	3.119	2931.57	5	0
3405.8	155.659	5.903	2.828	34.076	3.176	3413.796	5	0
3405.9	156.174	5.727	2.81	33.423	3.215	4055.47	5	0
3406	156.528	5.722	2.79	32.61	3.236	4334.714	5	0
3406.1	156.811	5.949	2.775	33.304	3.262	3985.155	5	0
3406.2	157.045	6.293	2.766	36.583	3.302	3251.303	5	0
3406.3	157.172	6.645	2.762	41.287	3.355	2351.477	5	0
3406.4	157.151	6.885	2.765	45.614	3.415	1519.333	5	0
3406.5	156.964	6.781	2.776	47.38	3.46	1077.326	5	0
3406.6	156.744	6.353	2.789	46.449	3.487	1070.818	5	0
3406.7	156.84	5.801	2.8	44.324	3.498	1345.888	5	0
3406.8	157.37	5.311	2.805	42.018	3.493	1764.812	5	0
3406.9	158.334	5.071	2.805	40.638	3.473	2175.097	5	0
3407	159.611	5.354	2.802	41.335	3.438	2257.72	5	0
3407.1	160.573	5.901	2.798	44.843	3.412	1955.723	5	0
3407.2	160.691	6.367	2.795	47.974	3.405	1531.493	5	0
3407.3	159.908	6.572	2.796	47.693	3.412	1192.192	5	0
3407.4	158.3	6.446	2.803	42.745	3.422	1121.883	5	0
3407.5	156.095	6.148	2.818	33.402	3.39	1434.694	5	0
3407.6	153.858	6.008	2.833	25.51	3.334	1813.119	5	0
3407.7	152.101	6.023	2.844	20.494	3.268	2094.673	3	0
3407.8	150.863	6.161	2.851	17.785	3.204	2211.513	3	0
3407.9	150.128	6.367	2.851	16.855	3.149	2155.916	3	0
3408	149.812	6.575	2.847	17.029	3.113	1969.633	3	0
3408.1	149.827	6.682	2.841	17.132	3.1	1759.478	3	0
3408.2	149.916	6.655	2.833	16.501	3.11	1572.548	3	0
3408.3	150.013	6.524	2.825	15.403	3.141	1430.28	3	0
3408.4	150.067	6.366	2.819	14.314	3.189	1338.434	4	0
3408.5	150.034	6.35	2.817	13.843	3.252	1277.188	4	0
3408.6	149.841	6.472	2.82	14.379	3.31	1205.87	4	0
3408.7	149.587	6.592	2.827	14.729	3.353	1133.66	4	0
3408.8	149.323	6.617	2.836	14.773	3.375	1078.696	4	0
3408.9	149.083	6.484	2.848	14.672	3.373	1067.232	4	0
3409	148.897	6.187	2.857	14.756	3.345	1157.268	3	0
3409.1	148.782	5.899	2.859	14.941	3.311	1348.684	3	0
3409.2	148.674	5.677	2.857	14.961	3.272	1598.385	3	0
3409.3	148.551	5.541	2.851	15.346	3.233	1876.415	3	0
3409.4	148.416	5.48	2.845	16.364	3.201	2155.936	3	0
3409.5	148.294	5.438	2.842	18.046	3.207	2416.958	3	0
3409.6	148.344	5.294	2.843	19.265	3.242	2699.269	3	0
3409.7	148.631	5.023	2.845	19.052	3.29	3043.372	3	0
3409.8	149.136	4.634	2.847	17.722	3.344	3482.952	4	0
3409.9	149.796	4.172	2.847	15.982	3.389	4041.051	4	0
3410	150.497	3.815	2.844	14.847	3.412	4699.064	4	0
3410.1	150.873	3.763	2.842	15.286	3.419	5303.337	4	0
3410.2	150.812	3.95	2.842	16.081	3.41	5829.579	4	0
3410.3	150.358	4.291	2.845	16.647	3.389	6308.903	4	0
3410.4	149.604	4.669	2.85	16.747	3.359	6808.226	4	0
3410.5	148.702	4.876	2.856	16.388	3.323	7446.348	3	0
3410.6	148.033	4.867	2.86	16.107	3.287	8145.64	3	0
3410.7	147.773	4.773	2.863	16.142	3.25	8749.052	3	0
3410.8	147.915	4.698	2.866	16.538	3.214	9119.572	3	0
3410.9	148.411	4.739	2.868	17.159	3.179	9116.915	3	0
3411	149.164	5.026	2.868	17.81	3.148	8371.199	3	0
3411.1	149.988	5.55	2.866	19.834	3.111	6898.724	3	0
3411.2	150.798	6.201	2.861	23.415	3.069	5108.61	3	0
3411.3	151.791	6.876	2.855	27.555	3.022	3327.486	5	0
3411.4	153.247	7.466	2.847	31.694	2.979	1869.733	5	0
3411.5	155.521	7.835	2.836	35.587	2.966	1084.585	5	0
3411.6	159.747	8.205	2.824	40.83	2.984	715.408	5	0
3411.7	165.192	8.796	2.81	48.532	3.027	532.801	5	0
3411.8	171.098	9.705	2.796	59.084	3.085	419.449	5	0
3411.9	176.611	10.924	2.782	71.668	3.148	320.424	5	0
3412	180.725	12.095	2.768	84.42	3.207	228.677	5	0
3412.1	180.942	12.564	2.763	91.92	3.256	166.917	5	0
3412.2	178.293	12.249	2.766	92.604	3.293	151.949	5	0
3412.3	173.681	11.218	2.779	85.395	3.314	202.804	5	0
3412.4	167.981	9.685	2.797	71.245	3.318	338.854	5	0
3412.5	162.209	8.219	2.815	53.104	3.304	582.984	5	0
3412.6	158.108	7.27	2.823	40.483	3.285	825.472	5	0
3412.7	155.575	6.635	2.824	33.895	3.261	1038.437	5	0
3412.8	154.284	6.154	2.819	30.321	3.227	1251.375	5	0
3412.9	153.979	5.695	2.809	28.103	3.178	1529.897	5	0
3413	154.374	5.386	2.8	26.354	3.111	1953.836	5	0
3413.1	155.442	5.512	2.795	27.553	3.06	2217.772	5	0
3413.2	156.962	5.923	2.796	31.276	3.041	2184.699	5	0
3413.3	158.876	6.454	2.8	36.151	3.063	1852.334	5	0
3413.4	161.057	6.921	2.804	41.327	3.127	1321.761	5	0
3413.5	163.292	7.218	2.804	46.276	3.221	878.796	5	0
3413.6	164.88	7.518	2.797	52.267	3.294	630.221	5	0
3413.7	165.602	7.82	2.785	58.203	3.325	487.593	5	0
3413.8	165.511	8.123	2.772	61.167	3.311	404.49	5	0
3413.9	164.705	8.427	2.759	59.892	3.259	357.15	5	0
3414	163.355	8.843	2.755	54.528	3.221	341.939	5	0
3414.1	161.623	9.298	2.76	50.78	3.213	341.255	5	0
3414.2	159.792	9.535	2.773	47.43	3.219	366.154	5	0
3414.3	157.938	9.394	2.791	42.691	3.229	426.27	5	0
3414.4	156.171	8.795	2.809	36.425	3.23	527.916	5	0
3414.5	154.633	7.909	2.824	29.65	3.213	644.802	5	0
3414.6	153.808	7.184	2.832	25.149	3.189	730.063	5	0
3414.7	153.563	6.679	2.838	22.87	3.156	799.266	3	0
3414.8	153.72	6.397	2.843	22.238	3.115	871.457	3	0
3414.9	154.104	6.305	2.847	22.96	3.066	968.228	3	0
3415	154.524	6.376	2.85	24.819	3.016	1108.107	3	0
3415.1	154.76	6.475	2.85	27.659	2.965	1284.22	5	0
3415.2	154.943	6.523	2.847	29.747	2.911	1479.723	5	0
3415.3	155.169	6.491	2.842	30.471	2.864	1662.405	5	0
3415.4	155.491	6.383	2.837	30.581	2.84	1783.071	5	0
3415.5	155.91	6.379	2.833	31.788	2.892	1700.678	5	0
3415.6	155.91	6.591	2.831	37.138	2.978	1437.511	5	0
3415.7	156.625	6.823	2.831	41.655	3.072	1156.036	5	0
3415.8	156.936	6.914	2.832	42.522	3.161	976.127	5	0
3415.9	157.293	6.724	2.833	39.505	3.234	994.116	5	0
3416	158.189	6.409	2.833	34.37	3.286	1224.992	5	0
3416.1	160.185	6.68	2.832	33.909	3.314	1372.627	5	0
3416.2	163.075	7.627	2.828	41.267	3.318	1334.982	5	0
3416.3	166.523	9.084	2.822	54.587	3.296	1102.235	5	0
3416.4	170	10.648	2.814	69.204	3.253	734.908	5	0
3416.5	172.175	11.209	2.807	78.243	3.187	428.527	5	0
3416.6	172.091	10.39	2.803	71.482	3.127	346.714	5	0
3416.7	170.222	8.952	2.803	58.803	3.087	456.338	5	0
3416.8	167.055	7.44	2.804	46.545	3.076	716.053	5	0
3416.9	163.202	6.311	2.809	38.073	3.096	1065.42	5	0
3417	159.635	5.972	2.816	34.782	3.147	1346.443	5	0
3417.1	156.946	6.166	2.824	34.3	3.21	1398.75	5	0
3417.2	154.942	6.559	2.831	34.077	3.277	1282.277	5	0
3417.3	153.459	6.939	2.835	32.627	3.338	1065.922	5	0
3417.4	152.346	7.157	2.836	29.676	3.385	833.985	5	0
3417.5	151.567	7.113	2.831	25.801	3.402	678.516	5	0
3417.6	151.089	6.988	2.825	22.962	3.414	573.444	4	0
3417.7	150.823	6.885	2.819	21.045	3.423	492.43	4	0
3417.8	150.688	6.852	2.815	19.543	3.423	425.358	4	0
3417.9	150.603	6.904	2.812	18.249	3.403	371.925	4	0
3418	150.477	7.007	2.808	17.136	3.334	338.73	4	0
3418.1	150.363	7.093	2.803	16.924	3.256	321.05	4	0
3418.2	150.375	7.186	2.796	17.452	3.19	313.726	4	0
3418.3	150.619	7.308	2.79	18.138	3.153	312.969	4	0
3418.4	151.189	7.479	2.784	18.792	3.156	315.092	4	0
3418.5	152.25	7.73	2.781	19.45	3.208	309.771	4	0
3418.6	153.647	8.126	2.779	20.086	3.267	286.85	4	6
3418.7	155.165	8.608	2.778	20.388	3.32	251.407	4	6
3418.8	156.67	9.095	2.776	20.239	3.355	209.784	4	6
3418.9	158.067	9.482	2.773	19.561	3.368	170.336	4	6
3419	159.353	9.659	2.767	18.351	3.345	147.044	4	6
3419.1	160.785	9.822	2.759	17.228	3.31	141.217	4	6
3419.2	162.384	10.014	2.751	16.852	3.273	144.803	4	6
3419.3	164.049	10.168	2.745	17.161	3.235	151.38	4	6
3419.4	165.536	10.144	2.743	17.974	3.197	155.439	4	6
3419.5	165.65	9.733	2.75	19.03	3.157	162.176	4	6
3419.6	165.222	9.143	2.765	20.833	3.113	179.662	4	6
3419.7	163.727	8.569	2.783	23.205	3.055	243.966	4	6
3419.8	160.997	8.088	2.8	24.744	2.984	398.358	4	6
3419.9	157.278	7.702	2.814	25.172	2.907	674.329	5	6
3420	155.904	7.35	2.822	24.887	2.861	773.049	3	6
3420.1	155.191	7.022	2.823	23.134	2.844	805.738	3	6
3420.2	154.875	6.806	2.821	21.805	2.845	775.869	3	6
3420.3	155.148	6.766	2.814	21.286	2.863	685.02	3	6
3420.4	156.407	6.947	2.803	21.414	2.899	541.572	3	6
3420.5	157.406	7.342	2.79	21.65	2.957	468.807	4	6
3420.6	158.347	7.668	2.779	21.622	3.005	407.959	4	6
3420.7	159.552	7.752	2.772	20.745	3.038	329.23	4	6
3420.8	160.828	7.516	2.769	20.064	3.061	240.35	4	6
3420.9	161.641	6.955	2.771	19.854	3.082	174.018	4	6
3421	161.538	6.216	2.774	19.919	3.11	167.988	4	6
3421.1	161.234	5.555	2.777	20.114	3.14	177.791	4	6
3421.2	160.747	4.982	2.778	20.187	3.177	208.912	4	6
3421.3	160.337	4.465	2.777	20.535	3.227	255.962	4	6
3421.4	160.403	3.946	2.771	21.22	3.3	304.742	4	6
3421.5	160.768	3.382	2.76	22.093	3.379	322.604	4	6
3421.6	161.191	2.862	2.747	23.176	3.434	337.341	4	6
3421.7	161.768	2.437	2.736	22.811	3.469	365.578	1	6
3421.8	162.405	2.141	2.728	22.171	3.494	426.716	1	6
3421.9	162.876	1.996	2.722	21.791	3.523	536.781	1	6
3422	162.982	2.069	2.719	21.886	3.56	605.212	1	0
3422.1	163.088	2.422	2.72	23.777	3.578	665.798	1	0
3422.2	163.543	3.093	2.726	31.551	3.576	740.449	2	0
3422.3	165.37	4.127	2.735	40.078	3.557	791.628	2	0
3422.4	169.795	5.556	2.746	48.119	3.526	748.208	2	0
3422.5	173.169	7.443	2.755	57.079	3.495	655.783	5	0
3422.6	176.35	9.639	2.763	76.025	3.468	553.292	5	0
3422.7	180.447	11.854	2.767	95.363	3.442	418.066	5	0
3422.8	184.701	13.779	2.768	104.078	3.411	266.441	5	0
3422.9	187.125	15.037	2.763	101.118	3.371	142.649	5	0
3423	186.088	14.79	2.752	91.501	3.316	111.32	5	0
3423.1	184.046	13.33	2.737	67.999	3.257	98.52	5	0
3423.2	180.219	11.443	2.722	46.952	3.205	93.249	5	0
3423.3	174.473	9.597	2.71	34.758	3.175	91.267	2	0
3423.4	167.406	8.096	2.7	30.65	3.176	92.056	2	0
3423.5	164.735	7.029	2.699	29.143	3.213	93.176	2	0
3423.6	163.173	6.123	2.705	28.01	3.235	95.084	2	0
3423.7	161.973	5.295	2.714	27.6	3.229	101.47	2	0
3423.8	161.049	4.523	2.724	27.488	3.197	131.673	5	0
3423.9	160.697	3.83	2.731	27.444	3.149	212.645	5	0
3424	160.756	3.313	2.732	27.325	3.141	320.126	5	0
3424.1	160.865	2.972	2.73	26.705	3.172	475.14	5	0
3424.2	160.984	2.774	2.728	26.039	3.227	834.015	5	0
3424.3	161.012	2.718	2.731	25.482	3.294	1527.243	5	0
3424.4	160.827	2.83	2.74	25.037	3.36	2607.619	5	0
3424.5	160.689	3.203	2.755	24.617	3.409	2933.81	4	0
3424.6	160.576	3.733	2.771	24.391	3.448	2972.12	4	0
3424.7	160.406	4.251	2.784	25.384	3.47	2669.513	5	0
3424.8	159.966	4.647	2.794	26.398	3.475	2116.927	5	0
3424.9	159.007	4.841	2.801	27.057	3.463	1527.361	5	0
3425	158.311	4.838	2.805	27.469	3.443	1439.535	5	0
3425.1	157.697	4.84	2.809	27.8	3.418	1492.173	5	0
3425.2	157.078	4.856	2.814	27.528	3.389	1679.889	5	0
3425.3	157.073	4.882	2.819	27.19	3.355	1841.481	5	0
3425.4	158.668	4.926	2.821	26.986	3.319	1729.811	5	0
3425.5	160.542	5.217	2.818	26.92	3.289	1571.204	5	0
3425.6	162.583	6.11	2.812	27.112	3.256	1424.088	5	0
3425.7	165.554	7.411	2.807	27.301	3.217	1228.928	5	0
3425.8	168.987	8.815	2.802	27.459	3.179	943.554	5	0
3425.9	171.55	9.894	2.799	27.637	3.153	556.297	5	0
3426	171.233	9.878	2.797	27.937	3.18	437.652	5	0
3426.1	170.075	9.02	2.795	28.605	3.23	417.349	5	0
3426.2	167.672	7.897	2.794	27.009	3.282	510.456	5	0
3426.3	164.169	6.858	2.794	25.512	3.324	687.978	5	0
3426.4	160.238	6.132	2.795	24.877	3.357	882.315	4	0
3426.5	158.981	5.897	2.796	24.907	3.391	907.22	4	0
3426.6	158.339	5.994	2.801	25.336	3.425	881.432	5	0
