Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	RES
3358	152.183	6.22	2.784	22.054	3.477	852.436	4	0
3358.1	150.465	6.421	2.768	27.406	3.533	1024.518	5	0
3358.2	148.651	6.119	2.766	27.667	3.569	1013.661	5	0
3358.3	147.757	5.269	2.775	23.129	3.605	833.455	4	0
3358.4	148.299	4.347	2.789	18.114	3.513	711.246	4	0
3358.5	147.707	4.94	2.779	21.226	3.61	771.164	4	0
3358.6	148.654	4.155	2.796	17.533	3.467	696.67	4	0
3358.7	149.675	3.97	2.815	19.38	3.348	683.358	4	0
3358.8	150.346	4.041	2.818	26.522	3.272	692.847	5	0
3358.9	151.472	3.655	2.809	37.764	3.172	830.671	5	0
3359	150.575	4.028	2.817	29.714	3.249	707.973	5	0
3359.1	152.118	3.431	2.807	40.547	3.138	953.36	5	0
3359.2	154.674	2.813	2.809	43.879	3.079	1469.258	5	0
3359.3	157.709	2.525	2.809	42.29	3.12	1707.15	5	0
3359.4	160.516	2.277	2.804	41.346	3.386	1321.651	5	0
3359.5	158.731	2.457	2.809	41.654	3.156	1676.398	5	0
3359.6	161.111	2.235	2.803	40.648	3.52	1323.706	5	0
3359.7	161.442	2.481	2.796	36.898	3.987	2129.379	2	0
3359.8	159.231	3.577	2.779	33.612	4.426	3263.212	2	0
3359.9	156.236	5.017	2.768	34.358	4.594	2681.082	2	0
3360	158.191	4.051	2.774	33.07	4.542	3451.201	2	0
3360.1	155.559	5.401	2.769	35.348	4.559	2236.245	2	0
3360.2	154.819	6.268	2.781	39.486	4.318	1078.063	2	0
3360.3	156.584	7.061	2.796	45.928	4.026	635.991	2	0
3360.4	160.865	8.298	2.818	56.699	3.768	423.219	5	0
3360.5	157.622	7.367	2.802	48.653	3.925	550.813	5	0
3360.6	162.534	8.667	2.824	60.809	3.713	365.421	5	0
3360.7	166.63	8.822	2.831	70.109	3.668	237.35	5	0
3360.8	166.034	7.036	2.825	65.492	3.77	284.714	5	0
3360.9	160.691	5.303	2.82	45.827	3.877	579.471	5	0
3361	164.87	6.288	2.823	61.141	3.808	341.75	5	0
3361.1	158.611	5.04	2.817	38.986	3.895	680.245	5	0
3361.2	153.02	4.665	2.812	23.691	3.886	798.161	4	0
3361.3	149.405	4.233	2.816	17.73	3.793	978.228	4	0
3361.4	147.234	4.06	2.827	16.22	3.623	1972.128	4	0
3361.5	148.491	4.108	2.817	16.737	3.751	1156.552	4	0
3361.6	146.802	4.053	2.832	16.139	3.569	2335.273	4	0
3361.7	146.151	4.105	2.847	16.048	3.453	3001.803	4	0
3361.8	145.929	4.271	2.85	16.089	3.453	2755.417	4	0
3361.9	145.779	4.442	2.844	17.569	3.539	2225.93	4	0
3362	145.86	4.339	2.848	16.292	3.474	2575.64	4	0
3362.1	145.881	4.42	2.84	18.097	3.58	2096.703	4	0
3362.2	146.848	4.137	2.828	18.771	3.694	1827.254	4	0
3362.3	148.981	3.758	2.822	18.442	3.659	1609.598	4	0
3362.4	151.849	3.586	2.827	20.325	3.482	1422.9	4	0
3362.5	149.857	3.648	2.821	18.483	3.615	1539.819	4	0
3362.6	152.775	3.601	2.831	21.309	3.43	1370.867	4	0
3362.7	154.901	3.751	2.843	23.39	3.344	1258.055	4	0
3362.8	154.907	3.931	2.85	22.423	3.385	1285.303	4	0
3362.9	153.097	4.115	2.846	19.704	3.575	1517.443	4	0
3363	154.515	3.993	2.851	21.685	3.421	1326.016	4	0
3363.1	152.462	4.159	2.843	18.73	3.647	1606.131	4	0
3363.2	151.107	4.287	2.833	16.534	3.813	1676.802	4	0
3363.3	151.024	4.599	2.831	18.258	3.811	1297.426	4	0
3363.4	151.911	5.245	2.839	26.785	3.691	889.012	5	0
3363.5	151.186	4.753	2.832	19.836	3.779	1135.38	4	0
3363.6	152.44	5.539	2.839	30.838	3.667	788.202	5	0
3363.7	154.589	6.455	2.834	43.905	3.66	556.54	5	0
3363.8	157.127	7.124	2.834	54.995	3.671	399.746	5	0
3363.9	159.258	7.446	2.831	60.728	3.727	304.173	5	0
3364	157.952	7.297	2.835	58.05	3.672	357.88	5	0
3364.1	159.633	7.377	2.828	59.944	3.748	288.026	5	0
3364.2	159.23	6.635	2.817	51.488	3.778	322.244	5	0
3364.3	155.444	5.483	2.805	38.737	3.755	641.72	5	0
3364.4	149.845	4.711	2.79	26.081	3.702	1296.898	5	0
3364.5	153.67	5.121	2.801	34.22	3.742	809.065	5	0
3364.6	148.302	4.594	2.788	22.607	3.661	1486.283	4	0
3364.7	145.363	4.569	2.794	14.703	3.491	1788.532	4	0
3364.8	145.128	5.025	2.815	10.937	3.296	1699.873	4	0
3364.9	146.192	5.712	2.841	10.236	3.06	1400.506	3	0
3365	145.379	5.242	2.824	10.288	3.225	1630.287	4	0
3365.1	146.619	5.902	2.849	10.322	3.013	1272.907	3	0
3365.2	147.99	6.323	2.862	10.767	2.993	915.363	3	0
3365.3	149.45	6.454	2.869	10.768	3.058	727.992	3	0
3365.4	150.403	6.146	2.868	10.152	3.121	681.463	3	0
3365.5	149.913	6.431	2.872	10.642	3.078	692.905	3	0
3365.6	150.4	5.988	2.864	10.026	3.152	687.189	3	0
3365.7	149.54	5.549	2.851	10.002	3.236	736.609	3	0
3365.8	148.06	5.372	2.846	10.12	3.234	822.199	3	0
3365.9	147.03	5.365	2.837	10.485	3.262	993.412	4	0
3366	147.587	5.357	2.845	10.157	3.226	859.809	3	0
3366.1	146.878	5.33	2.834	10.787	3.285	1079.778	4	0
3366.2	146.797	5.123	2.823	11.901	3.367	1377.431	4	0
3366.3	147.001	4.86	2.815	12.856	3.448	1651.497	4	0
3366.4	147.379	4.591	2.808	14.535	3.542	1839.207	4	0
3366.5	147.096	4.769	2.814	13.2	3.475	1733.093	4	0
3366.6	147.482	4.503	2.807	15.086	3.569	1860.5	4	0
3366.7	147.407	4.242	2.813	15.499	3.624	1852.32	4	0
3366.8	146.34	3.961	2.833	13.47	3.582	1939.618	4	0
3366.9	145.073	3.75	2.849	11.816	3.442	2210.23	4	0
3367	145.858	3.866	2.84	12.636	3.546	2004.999	4	0
3367.1	144.842	3.716	2.852	11.767	3.388	2303.084	4	0
3367.2	144.641	3.703	2.857	12.142	3.226	2573.964	3	0
3367.3	144.954	3.841	2.857	12.384	3.111	2674.006	3	0
3367.4	146.009	4.199	2.854	14.058	3.097	2258.497	3	0
3367.5	145.15	3.916	2.857	12.588	3.087	2634.981	3	0
3367.6	146.595	4.397	2.854	15.217	3.107	2042.858	3	0
3367.7	148.859	5.294	2.858	20.01	3.13	1413.67	3	0
3367.8	152.026	6.864	2.868	26.463	3.108	998.967	5	0
3367.9	157.157	9.014	2.876	35.701	3.118	720.995	5	0
3368	153.316	7.502	2.872	28.96	3.097	889.55	5	0
3368.1	159.607	9.598	2.876	40.698	3.156	629.643	5	0
3368.2	168.58	10.462	2.864	60.637	3.347	351.191	5	0
3368.3	177.554	10.034	2.844	79.714	3.57	157.729	5	0
3368.4	182.868	9.569	2.835	86.076	3.743	95.472	5	0
3368.5	180.127	9.803	2.838	84.521	3.641	116.524	5	0
3368.6	183.49	9.709	2.832	84.923	3.771	92.435	5	0
3368.7	183.129	10.924	2.817	79.334	3.782	98.901	5	0
3368.8	181.082	12.068	2.798	80.733	3.76	103.842	5	0
3368.9	178.037	10.956	2.786	86.188	3.727	98.366	5	0
3369	180.247	12.205	2.792	82.393	3.757	104.354	5	0
3369.1	176.575	10.184	2.783	84.575	3.702	99.257	5	0
3369.2	170.703	7.911	2.776	68.059	3.606	134.242	5	0
3369.3	163.288	6.698	2.777	44.62	3.544	236.253	5	0
3369.4	157.402	6.398	2.783	28.005	3.511	366.151	5	0
3369.5	160.838	6.456	2.778	37.414	3.534	277.743	5	0
3369.6	156.371	6.435	2.784	25.195	3.514	403.665	5	0
3369.7	155.405	6.465	2.784	22.696	3.613	452.279	4	0
3369.8	155.705	5.969	2.779	25.102	3.842	402.776	2	0
3369.9	155.799	6.025	2.774	29	4.066	434.095	2	0
3370	155.787	5.792	2.777	26.277	3.923	387.422	2	0
3370.1	156.103	6.496	2.772	31.865	4.131	465.77	2	0
3370.2	158.657	8.55	2.766	46.953	4.297	502.188	2	0
3370.3	163.643	9.329	2.766	68.134	4.328	353.812	2	0
3370.4	167.033	8.187	2.771	77.864	4.175	227.911	2	0
3370.5	165.386	9.207	2.767	74.667	4.304	291.733	2	0
3370.6	166.997	8.041	2.773	75.624	4.104	228.808	2	0
3370.7	164.46	8.78	2.777	60.913	3.914	317.44	2	0
3370.8	161.334	9.609	2.775	49.034	3.782	373.218	5	0
3370.9	159.52	8.64	2.769	42.818	3.729	317.03	5	0
3371	160.516	9.628	2.774	46.188	3.741	369.487	5	0
3371.1	158.98	8.148	2.767	40.734	3.734	302.178	2	0
3371.2	157.173	6.869	2.763	33.289	3.773	308.262	2	0
3371.3	155.651	6.243	2.762	26.767	3.766	369.925	2	0
3371.4	155.019	6.139	2.765	24.513	3.681	439.329	4	0
3371.5	155.302	6.136	2.762	25.198	3.749	392.702	2	0
3371.6	154.796	6.126	2.769	24.665	3.636	462.334	4	0
3371.7	153.575	5.953	2.788	25.25	3.49	522.44	5	0
3371.8	151.511	5.545	2.815	24.034	3.34	551.913	4	0
3371.9	149.897	5.212	2.832	23.963	3.247	574.91	4	0
3372	150.801	5.398	2.824	23.603	3.288	557.353	4	0
3372.1	149.67	5.171	2.835	24.421	3.242	601.509	4	0
3372.2	149.726	5.243	2.843	26.202	3.253	764.679	5	0
3372.3	150.425	5.552	2.849	27.889	3.211	1014.882	5	0
3372.4	151.367	5.814	2.853	29.88	3.139	1184.571	5	0
3372.5	150.707	5.671	2.851	28.508	3.184	1095.594	5	0
3372.6	151.774	5.806	2.855	30.719	3.122	1191.899	5	0
3372.7	153.277	5.69	2.863	34.23	3.096	1085.684	5	0
3372.8	154.861	5.806	2.873	39.043	3.075	874.364	5	0
3372.9	155.601	5.856	2.885	42.261	3.033	746.425	5	0
3373	155.313	5.873	2.877	40.6	3.061	804.882	5	0
3373.1	155.444	5.738	2.888	41.781	3.016	782.541	5	0
3373.2	153.869	5.182	2.89	36.783	2.992	1156.252	5	0
3373.3	151.454	4.959	2.872	32.561	3.082	1710.567	5	0
3373.4	150.541	5.544	2.845	35.295	3.288	1855.339	5	0
3373.5	150.728	4.999	2.863	32.085	3.131	1862.836	5	0
3373.6	151.187	6.101	2.836	38.364	3.383	1727.128	5	0
3373.7	156.297	8.823	2.818	53.181	3.674	1064.273	5	0
3373.8	166.493	12.15	2.818	76.913	3.798	480.662	5	0
3373.9	177.47	13.076	2.832	103.062	3.668	181.281	5	0
3374	170.469	13.088	2.822	86.009	3.797	332.124	5	0
3374.1	179.538	12.371	2.835	106.275	3.598	140.454	5	0
3374.2	179.477	8.913	2.837	96.434	3.397	170.67	5	0
3374.3	170.346	6.236	2.832	67.945	3.316	441.89	5	0
3374.4	159.392	4.987	2.82	43.439	3.536	775.141	5	0
3374.5	166.416	5.584	2.829	57.796	3.326	559.442	5	0
3374.6	156.827	4.853	2.815	38.896	3.641	839.497	5	0
3374.7	152.651	4.789	2.808	32.536	3.911	954.287	5	0
3374.8	152.255	4.63	2.815	31.208	4.035	1195.627	2	0
3374.9	152.514	4.68	2.818	31.919	4.02	1554.612	5	0
3375	152.396	4.559	2.818	31.259	4.054	1309.553	2	0
3375.1	152.66	5.023	2.817	32.495	3.981	1598.074	5	0
3375.2	153.765	6.709	2.812	36.241	3.861	1340.89	5	0
3375.3	155.814	7.863	2.799	43.042	3.918	733.211	5	0
3375.4	156.635	7.485	2.774	45.304	4.182	498.647	2	0
3375.5	156.46	8.002	2.792	45.198	3.974	559.868	2	0
3375.6	156.384	7.279	2.768	43.779	4.257	540.43	2	0
3375.7	154.898	7.081	2.763	36.262	4.362	756.15	2	0
3375.8	153.702	7.453	2.77	29.596	4.317	716.255	2	0
3375.9	153.041	7.591	2.778	24.172	4.147	527.548	1	0
3376	153.425	7.57	2.772	27.554	4.287	655.465	2	0
3376.1	152.916	7.611	2.779	23.123	4.065	490.352	1	0
3376.2	152.832	7.774	2.777	22.255	3.822	465.946	1	0
3376.3	153.019	8.233	2.769	23.151	3.711	498.406	4	0
3376.4	153.452	9.075	2.769	23.279	3.683	509.446	4	0
3376.5	153.092	8.441	2.766	23.426	3.697	507.889	4	0
3376.6	153.969	9.457	2.773	22.934	3.664	502.159	4	0
3376.7	157.049	10.66	2.796	21.226	3.57	427.576	4	0
3376.8	162.284	11.566	2.825	19.321	3.445	283.976	4	0
3376.9	167.226	11.947	2.846	17.341	3.314	183.613	4	4
3377	164.183	11.801	2.835	18.69	3.402	236.716	4	4
3377.1	168.194	11.889	2.841	16.813	3.281	170.23	4	4
3377.2	168.859	11.526	2.794	16.293	3.283	170.959	4	4
3377.3	166.617	11.818	2.739	18.034	3.434	206.136	4	4
3377.4	164.305	13.199	2.705	20.625	3.572	234.025	1	4
3377.5	165.628	12.102	2.724	18.886	3.487	219.848	1	4
3377.6	164.168	13.678	2.7	20.894	3.596	230.014	1	4
3377.7	165.749	14.564	2.7	19.653	3.614	182.972	1	4
3377.8	169.597	14.459	2.721	17.094	3.531	117	1	4
3377.9	173.622	14.248	2.736	15.552	3.364	66.899	4	4
3378	171.047	14.347	2.729	16.325	3.483	96.562	1	4
3378.1	174.693	14.183	2.735	15.338	3.312	56.214	4	4
3378.2	177.055	13.694	2.723	15.562	3.204	40.129	4	4
3378.3	177.793	12.376	2.696	17.038	3.207	45.265	1	4
3378.4	176.209	10.421	2.668	18.394	3.302	68.675	1	4
3378.5	177.701	11.812	2.685	17.613	3.227	49.838	1	4
3378.6	174.975	9.797	2.662	18.818	3.337	82.492	1	4
3378.7	169.617	8.357	2.657	20.804	3.43	150.284	1	4
3378.8	162.675	7.647	2.668	24.931	3.47	285.956	1	4
3378.9	155.879	7.011	2.702	28.509	3.47	516.75	2	4
3379	160.268	7.471	2.675	26.537	3.473	345.105	2	0
3379.1	154.045	6.785	2.717	28.341	3.482	616.625	2	0
3379.2	150.082	6.375	2.764	25.287	3.557	924.077	5	0
3379.3	148.507	6.834	2.804	23.435	3.68	1069.37	4	0
3379.4	148.581	7.781	2.832	23.609	3.835	984.801	4	0
3379.5	148.305	7.116	2.817	23.319	3.726	1075.072	4	0
3379.6	149.026	7.959	2.836	23.274	3.885	927.609	4	0
3379.7	151.65	8.059	2.835	21.176	3.96	732.031	4	0
3379.8	155.996	8.027	2.824	19.571	3.933	543.893	4	0
3379.9	160.241	8.208	2.809	19.238	3.886	378.806	4	5
3380	157.578	8.048	2.819	19.277	3.924	484.089	4	5
3380.1	161.195	8.312	2.805	19.195	3.854	337.826	4	5
3380.2	162.583	8.659	2.799	18.88	3.71	277.027	4	5
3380.3	162.11	8.689	2.788	17.868	3.582	302.37	4	5
3380.4	161.089	7.874	2.775	16.017	3.492	304.12	4	5
3380.5	161.772	8.584	2.783	17.378	3.556	314.467	4	5
3380.6	160.764	7.412	2.772	15.697	3.463	290.432	4	5
3380.7	159.654	5.918	2.765	16.007	3.42	254.15	4	5
3380.8	157.622	4.926	2.756	17.31	3.508	297.703	4	5
3380.9	154.553	4.618	2.761	18.229	3.599	422.343	4	0
3381	156.739	4.708	2.753	17.737	3.553	326.621	4	0
3381.1	153.54	4.664	2.767	18.329	3.615	488.639	4	0
3381.2	151.175	5.021	2.794	18.315	3.633	745.044	4	0
3381.3	151.234	5.42	2.831	18.04	3.597	875.782	4	0
3381.4	152.474	5.659	2.861	17.292	3.498	756.783	4	0
3381.5	151.691	5.539	2.844	17.872	3.577	867.136	4	0
3381.6	152.826	5.592	2.864	16.969	3.471	728.496	4	0
3381.7	153.721	5.006	2.853	17.282	3.412	728.267	4	0
3381.8	154.547	4.243	2.825	21.571	3.387	825.594	4	0
3381.9	155.962	4.004	2.803	29.786	3.426	973.418	5	0
3382	154.868	4.025	2.815	23.598	3.393	871.507	4	0
3382.1	156.823	4.236	2.799	33.434	3.446	988.559	5	0
3382.2	160.95	5.745	2.8	47.475	3.508	863.713	5	0
3382.3	167.861	7.908	2.805	67.11	3.616	524.95	5	0
3382.4	177.476	10	2.8	90.345	3.812	234.843	5	0
3382.5	170.593	8.648	2.806	74.368	3.669	403.461	5	0
3382.6	181.341	10.686	2.796	98.442	3.872	180.607	5	0
3382.7	193.393	12.63	2.784	121.599	4.002	97.863	2	0
3382.8	201.177	13.483	2.771	135.102	4.039	64.121	2	0
3382.9	198.527	11.787	2.753	122.033	4.142	68.414	2	0
3383	202.376	13.432	2.765	136.505	4.044	58.38	2	0
3383.1	194.878	10.654	2.747	111.249	4.225	93.186	2	0
3383.2	180.006	7.069	2.728	72.305	4.594	232.607	2	0
3383.3	167.013	5.112	2.72	40.803	5.053	378.204	2	0
3383.4	160.282	4.352	2.723	25.618	5.315	392.917	2	0
3383.5	163.655	4.736	2.72	32.724	5.198	410.994	2	0
3383.6	159.258	4.105	2.726	23.468	5.288	381.934	0	0
3383.7	158.201	3.228	2.741	21.271	4.922	453.442	0	0
3383.8	159.207	2.52	2.747	22.92	4.37	880.241	1	0
3383.9	162.135	2.627	2.745	27.293	4.019	1447.118	2	0
3384	159.852	2.377	2.746	23.936	4.198	1071.213	1	0
3384.1	163.474	2.927	2.745	29.379	3.996	1361.359	2	0
3384.2	167.432	4.185	2.742	37.018	4.134	634.828	2	0
3384.3	168.757	5.233	2.738	44.812	4.423	252.134	2	0
3384.4	165.604	5.658	2.748	47.931	4.583	235.843	2	0
3384.5	168.522	5.497	2.738	46.981	4.519	194.221	2	0
3384.6	163.7	5.656	2.751	47.048	4.588	281.483	2	0
3384.7	157.719	5.562	2.756	40.298	4.535	487.893	2	0
3384.8	154.718	5.763	2.76	33.232	4.418	640.597	2	0
3384.9	156.368	6.3	2.769	35.757	4.293	557.12	2	0
3385	154.418	5.887	2.761	31.852	4.369	658.261	2	0
3385.1	158.328	6.654	2.773	39.845	4.26	493.232	2	0
3385.2	167.902	8.469	2.784	60.017	4.197	290.179	2	0
3385.3	180.013	11.323	2.794	86.127	4.193	148.469	2	0
3385.4	186.972	12.919	2.8	94.505	4.182	104.075	2	0
3385.5	183.696	12.274	2.797	93.901	4.193	114.619	2	0
3385.6	186.713	12.506	2.8	90.794	4.175	121.693	2	0
3385.7	179.885	9.744	2.796	71.288	4.144	224.414	2	0
3385.8	170.119	7.916	2.793	58.033	4.067	276.285	2	0
3385.9	164.352	7.864	2.782	54.995	3.994	239.106	2	0
3386	167.293	7.648	2.792	55.815	4.034	274.858	2	0
3386.1	163.502	7.892	2.779	54.093	3.969	235.65	2	0
3386.2	162.438	7.817	2.779	49.641	3.916	271.672	2	0
3386.3	161.89	7.417	2.783	44.519	3.933	326.585	2	0
3386.4	161.87	6.804	2.777	42.879	4.021	364.305	2	0
3386.5	161.755	7.192	2.783	43.138	3.948	341.214	2	0
3386.6	162.063	6.658	2.776	43.272	4.048	371.97	2	0
3386.7	163.055	6.393	2.776	44.834	4.117	377.809	2	0
3386.8	164.032	6.419	2.771	42.773	4.189	368.539	2	0
3386.9	163.768	6.561	2.751	37.078	4.304	421.331	2	0
3387	164.234	6.473	2.767	41.292	4.212	368.683	2	0
3387.1	163.193	6.457	2.743	35.39	4.346	456.035	2	0
3387.2	160.777	5.793	2.724	33.003	4.478	513.657	2	0
3387.3	159.682	5.6	2.723	37.166	4.591	359.346	2	0
3387.4	162.06	6.936	2.746	47.377	4.425	162.566	2	0
3387.5	159.815	5.75	2.726	39.687	4.603	280.216	2	0
3387.6	163.608	7.626	2.757	51.495	4.322	133.72	2	0
3387.7	169.397	9.463	2.793	64.731	4	117.942	2	0
3387.8	175.948	10.107	2.822	78.289	3.746	111.553	5	0
3387.9	182.522	10.615	2.83	88.507	3.638	86.728	5	0
3388	178.195	10.203	2.828	82.584	3.678	106.228	5	0
3388.1	184.121	10.888	2.828	90.06	3.655	82.037	5	0
3388.2	185.643	11.603	2.813	89.487	3.817	89.663	5	0
3388.3	181.41	11.624	2.795	83.043	3.948	119.549	5	0
3388.4	174.486	11.494	2.784	72.377	3.954	136.24	2	0
3388.5	179.36	11.553	2.79	80.27	3.962	129.447	2	0
3388.6	172.045	11.484	2.784	67.415	3.941	145.673	2	0
3388.7	164.865	11.13	2.794	49.298	3.865	211.19	5	0
3388.8	158.851	9.555	2.815	30.64	3.787	325.208	5	0
3388.9	155.847	7.814	2.844	19.953	3.786	370.527	4	0
3389	157.217	8.875	2.824	25.185	3.771	361.208	5	0
3389.1	155.805	7.587	2.85	18.57	3.789	351.533	4	0
3389.2	157.701	7.988	2.852	17.214	3.812	245.112	4	0
3389.3	161.18	9.272	2.829	15.671	3.909	153.224	4	0
3389.4	165.41	10.373	2.797	14.219	3.908	98.909	4	0
3389.5	162.454	9.705	2.819	14.972	3.946	128.937	4	3
3389.6	167.102	10.677	2.787	14.066	3.867	86.953	4	3
3389.7	172.788	11.583	2.754	13.834	3.724	59.063	1	3
3389.8	177.881	12.553	2.721	12.747	3.606	38.699	1	3
3389.9	179.989	13.34	2.693	12.84	3.497	28.543	1	3
3390	179.21	12.86	2.711	12.324	3.565	33.473	1	3
3390.1	179.86	13.53	2.684	13.227	3.484	27.264	1	3
3390.2	178.087	13.99	2.66	14.389	3.485	26.4	1	3
3390.8	165.045	6.476	2.664	18.118	3.218	108.396	1	3
3390.9	161.169	4.654	2.692	23.821	3.193	175.95	1	3
3391	163.59	5.718	2.673	19.583	3.197	129.262	1	0
3391.1	160.384	4.169	2.702	25.926	3.223	217.4	2	0
3391.2	159.971	2.977	2.726	32.958	3.428	405.187	2	0
3391.3	162.771	2.554	2.742	43.856	3.77	565.163	2	0
3391.4	168.774	3.499	2.746	61.089	4.203	484.069	2	0
3391.5	164.187	2.598	2.745	48.436	3.9	588.299	2	0
3391.6	171.691	4.205	2.744	69.413	4.335	419.954	2	0
3391.7	181.809	7.138	2.732	100.416	4.608	220.294	2	0
3391.8	189.208	10.297	2.711	126.284	4.719	98.01	2	0
3391.9	187.617	11.453	2.7	117.134	4.807	81.09	2	0
3392	190.515	11.181	2.705	131.077	4.75	74.405	2	0
3392.1	184.563	10.973	2.702	106.603	4.827	129.19	2	0
3392.2	171.396	7.959	2.72	68.701	4.853	474.381	2	0
3392.3	158.787	5.042	2.746	38.428	4.843	1135.488	2	0
3392.4	151.116	3.903	2.772	23.158	4.69	1931.346	1	0
3392.5	155.301	4.326	2.755	30.609	4.83	1393.158	2	0
3392.6	149.735	3.964	2.786	20.653	4.437	2145.111	1	0
3392.7	147.964	4.786	2.823	16.668	3.616	2375.137	4	0
3392.8	148.63	5.67	2.832	15.533	3.441	1825.322	4	0
3392.9	150.623	6.066	2.826	15.123	3.471	1331.94	4	0
3393	149.114	5.916	2.833	15.432	3.422	1579.588	4	0
3393.1	151.434	6.025	2.82	14.831	3.519	1335.242	4	0
3393.2	153.721	5.677	2.8	13.507	3.696	1538.222	4	0
3393.3	154.721	5.415	2.791	11.668	3.81	1500.32	4	0
3393.4	153.633	5.107	2.785	11.108	3.753	1521.056	4	0
3393.5	154.745	5.343	2.788	11.062	3.831	1456.677	4	0
3393.6	152.789	4.921	2.787	11.559	3.678	1642.735	4	0
3393.7	149.693	4.206	2.808	13.756	3.375	2240.935	4	0
3393.8	147.631	3.568	2.841	15.967	3.128	3015.109	3	0
3393.9	148.769	3.388	2.866	21.016	3.092	3638.401	3	0
3394	147.349	3.404	2.852	16.847	3.072	3286.576	3	0
3394.1	150.286	3.545	2.865	23.861	3.224	3525.826	3	0
3394.2	158.255	4.684	2.833	34.986	3.771	2249.788	5	0
3394.3	170.851	7.061	2.781	51.627	4.071	779.912	2	0
3394.4	183.8	10.288	2.74	74.828	4.147	254.839	2	0
3394.5	175.445	8.056	2.763	58.404	4.139	442.518	2	0
3394.6	186.413	10.783	2.735	80.207	4.122	202.515	2	0
3394.7	186.069	9.55	2.737	80.206	3.991	135.627	2	0
3394.8	173.188	5.682	2.756	54.325	3.941	174.985	2	0
3394.9	158.188	3.166	2.774	29.827	4.135	540.047	2	0
3395	167.843	4.434	2.763	43.817	3.958	227.131	2	0
3395.1	154.845	2.853	2.777	25.721	4.244	769.499	2	0
3395.2	150.453	2.717	2.78	22.126	4.601	1516.872	1	0
3395.3	151.742	3.055	2.782	25.454	4.889	1887.051	2	0
3395.4	154.292	3.745	2.788	31.027	4.919	1839.121	2	0
3395.5	152.5	3.231	2.782	27.13	4.96	1933.791	2	0
3395.6	155.358	3.881	2.789	33.341	4.872	1716.789	2	0
3395.7	159.306	4.252	2.786	41.933	4.682	1143.048	2	0
3395.8	163.672	4.695	2.769	51.86	4.586	568.302	2	0
3395.9	166.293	4.225	2.742	52.826	4.678	358.921	2	0
3396	164.971	4.728	2.761	54.68	4.583	418.373	2	0
3396.1	166.515	3.939	2.734	50.023	4.711	418.965	2	0
3396.2	165.981	3.417	2.721	38.774	4.756	774.24	2	0
3396.3	164.771	4.15	2.728	33.539	4.758	852.215	2	0
3396.4	162.38	5.227	2.753	33.148	4.666	608.574	2	0
3396.5	164.28	4.549	2.733	33.136	4.755	795.464	2	0
3396.6	160.949	5.358	2.763	32.171	4.607	597.103	2	0
3396.7	155.408	5.239	2.787	27.003	4.431	828.148	2	0
3396.8	150.712	5.019	2.802	22.936	4.342	1182.463	1	0
3396.9	149.726	4.923	2.81	21.388	4.262	1319.508	1	0
3397	149.658	4.966	2.806	22.094	4.323	1277.205	1	0
3397.1	150.178	4.855	2.812	20.831	4.239	1288.935	1	0
3397.2	152.034	4.47	2.817	18.406	4.193	1110.502	1	0
3397.3	152.199	4.003	2.836	15.747	4.051	1070.847	4	0
3397.4	150.472	3.792	2.869	14.566	3.726	1203.232	4	0
3397.5	151.888	3.878	2.846	15.021	3.968	1093.289	4	0
3397.6	149.742	3.794	2.878	14.267	3.625	1258.676	4	0
3397.7	147.787	3.942	2.892	13.281	3.436	1460.281	3	0
3397.8	146.764	4.284	2.885	13.203	3.443	1768.261	3	0
3397.9	146.936	4.923	2.869	15.755	3.502	1882.981	4	0
3398	146.593	4.438	2.88	13.507	3.464	1873.488	3	0
3398.1	147.389	5.184	2.862	17.151	3.542	1761.59	4	0
3398.2	149.637	5.783	2.836	21.165	3.683	1182.715	4	0
3398.3	152.063	5.483	2.818	21.11	3.731	916.39	4	0
3398.4	153.261	4.199	2.806	17.823	3.769	1073.346	4	0
3398.5	152.717	5.206	2.814	20.232	3.73	909.682	4	0
3398.6	153.454	3.681	2.8	17.56	3.825	1144.041	4	0
3398.7	154.182	2.334	2.783	19.93	4.057	1378.221	1	0
3398.8	155.668	1.817	2.769	24.033	4.268	1767.207	1	0
3398.9	156.928	1.924	2.762	27.343	4.47	2176.011	2	0
3399	156.207	1.78	2.766	25.246	4.337	1917.356	2	0
3399.1	157.054	1.941	2.761	28.607	4.503	2307.179	2	0
3399.2	156.588	1.778	2.763	32.392	4.509	2677.459	2	0
3399.3	155.627	1.425	2.759	34.501	4.509	2745.451	2	0
3399.4	155.811	1.261	2.741	36.407	4.601	2145.616	2	0
3399.5	155.398	1.315	2.755	34.964	4.523	2672.358	2	0
3399.6	156.379	1.322	2.734	37.124	4.626	1892.24	2	0
3399.7	159.007	1.735	2.713	38.343	4.645	1396.262	2	0
3399.8	161.184	2.215	2.698	36.065	4.502	1659.201	2	0
3399.9	161.085	2.633	2.7	32.519	4.207	2270.224	2	0
3400	161.601	2.366	2.695	34.769	4.418	1847.72	2	0
3400.1	160.496	2.812	2.705	31.869	4.102	2287.914	2	0
3400.2	158.14	3.462	2.722	31.997	3.862	1845.147	2	0
3400.3	157.059	4.12	2.736	35.316	3.842	1348.776	2	0
3400.4	158.724	5.027	2.743	42.011	3.864	1081.957	2	0
3400.5	157.114	4.345	2.74	36.894	3.859	1227.793	2	0
