Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	RES_ZY
3485.3	151.377	5.39	2.824	36.758	3.323	219.002	5	0
3485.4	152.493	5.528	2.818	39.057	3.228	219.749	5	0
3485.5	152.596	5.512	2.814	39.414	3.171	207.773	5	0
3485.6	151.957	5.365	2.809	41.614	3.186	178.701	5	0
3485.7	152.849	5.272	2.808	44.581	3.251	149.175	5	0
3485.8	153.826	5.247	2.808	46.415	3.286	137.64	5	0
3485.9	156.821	5.238	2.808	50.765	3.359	121.006	5	0
3486	160.74	5.244	2.803	55.188	3.379	135.782	5	0
3486.1	166.111	5.169	2.787	62.714	3.38	149.688	5	0
3486.2	169.666	5.042	2.783	70.554	3.344	125.192	5	0
3486.3	171.583	4.99	2.782	73.913	3.32	120.64	5	0
3486.4	175.686	4.907	2.783	79.507	3.257	126.763	5	0
3486.5	178.466	4.911	2.776	71.937	3.188	205.563	5	0
3486.6	177.408	4.969	2.777	51.759	3.126	305.027	5	0
3486.7	171.013	5.02	2.784	41.591	3.149	258.244	5	0
3486.8	167.639	5.051	2.787	37.742	3.176	240.958	5	0
3486.9	160.56	5.127	2.791	32.505	3.261	218.535	5	0
3487	155.645	5.173	2.794	27.098	3.335	331.419	5	0
3487.1	151.43	5.102	2.797	19.679	3.418	554.341	4	0
3487.2	150.258	4.905	2.805	16.255	3.433	632.936	4	0
3487.3	149.676	4.784	2.809	14.819	3.436	650.754	4	0
3487.4	148.522	4.497	2.817	12.498	3.434	643.865	4	0
3487.5	147.205	4.198	2.818	10.753	3.423	595.572	4	0
3487.6	145.224	3.828	2.817	8.94	3.335	542.062	4	0
3487.7	144.6	3.721	2.811	9.1	3.203	531.964	4	0
3487.8	144.589	3.705	2.807	9.461	3.134	524.139	4	0
3487.9	145.163	3.744	2.799	10.739	2.99	503.042	4	0
3488	146.716	3.867	2.791	11.568	3.034	491.672	4	0
3488.1	149.228	4.126	2.784	12.053	3.132	549.413	4	0
3488.2	150.439	4.357	2.78	13.542	3.242	663.353	4	0
3488.3	150.986	4.486	2.778	14.802	3.3	722.896	4	0
3488.4	151.958	4.767	2.775	18.336	3.418	846.776	4	0
3488.5	152.937	5.109	2.776	22.85	3.521	908.679	4	0
3488.6	154.244	5.692	2.78	25.766	3.664	997.613	5	0
3488.7	154.576	6.09	2.783	23.978	3.818	970.405	4	0
3488.8	154.645	6.266	2.785	23.05	3.887	922.512	4	0
3488.9	154.592	6.575	2.789	21.134	4.007	759.216	1	0
3489	154.542	6.811	2.795	21.299	4.057	667.675	1	0
3489.1	154.789	7.107	2.801	21.822	4.027	713.42	1	0
3489.2	154.873	7.237	2.801	21.4	3.954	848.911	4	0
3489.3	154.728	7.271	2.801	20.996	3.912	912.162	4	0
3489.4	154.067	7.274	2.799	19.811	3.819	1029.474	4	0
3489.5	152.55	7.14	2.799	19.116	3.606	1108.689	4	0
3489.6	149.928	6.818	2.807	19.645	3.425	1195.872	4	0
3489.7	149.1	6.531	2.812	22.817	3.372	1153.433	4	0
3489.8	149.078	6.36	2.812	25.085	3.344	1102.538	5	0
3489.9	149.809	5.963	2.803	30.959	3.286	942.366	5	0
3490	151.646	5.415	2.793	35.551	3.282	1015.021	5	0
3490.1	154.098	4.494	2.784	37.078	3.342	1705.906	5	0
3490.2	154.211	4.02	2.775	36.654	3.371	2234.79	5	0
3490.3	154.08	3.923	2.772	37.441	3.375	2230.867	5	0
3490.4	153.449	4.009	2.769	40.986	3.363	1692.818	5	0
3490.5	152.977	4.576	2.771	47.134	3.384	1075.124	5	0
3490.6	152.709	5.568	2.777	48.592	3.452	745.512	5	0
3490.7	152.87	5.929	2.779	41.094	3.474	980.734	5	0
3490.8	153.115	5.997	2.779	37.891	3.473	1075.651	5	0
3490.9	153.925	5.911	2.778	32.583	3.45	1220.186	5	0
3491	155.585	5.752	2.775	37.088	3.415	965.141	5	0
3491.1	158.165	5.672	2.773	43.827	3.364	617.622	5	0
3491.2	158.412	5.717	2.768	39.562	3.337	500.365	5	0
3491.3	158.143	5.717	2.767	36.109	3.322	451.347	5	0
3491.4	156.83	5.671	2.764	26.611	3.291	372.539	5	0
3491.5	154.883	5.514	2.773	19.294	3.278	329.983	4	0
3491.6	152.532	5.237	2.791	13.468	3.303	292.821	4	0
3491.7	152.001	5.089	2.802	12.55	3.346	271.378	4	0
3491.8	151.867	5.045	2.807	12.369	3.359	262.959	4	0
3491.9	151.859	5.012	2.815	12.558	3.372	250.708	4	0
3492	152.09	5.065	2.817	12.786	3.387	262.201	4	0
3492.1	152.478	5.17	2.813	12.795	3.43	288.643	4	0
3492.2	152.527	5.166	2.808	12.894	3.484	320.232	4	0
3492.3	152.545	5.122	2.806	13.305	3.513	343.569	4	0
3492.4	152.572	4.951	2.8	14.839	3.575	405.031	4	0
3492.5	153.179	4.702	2.795	20.504	3.565	489.666	4	0
3492.6	155.21	4.48	2.79	32.361	3.422	606.453	5	0
3492.7	156.744	4.633	2.795	39.168	3.355	725.514	5	0
3492.8	157.17	4.739	2.797	41.046	3.339	829.368	5	0
3492.9	157.347	5.006	2.802	41.78	3.345	1124.146	5	0
3493	155.927	5.011	2.805	37.502	3.395	1801.974	5	0
3493.1	153.102	4.675	2.81	31.07	3.459	3239.976	5	0
3493.2	152.232	4.357	2.818	29.05	3.423	3856.297	5	0
3493.3	152.148	4.234	2.822	29.116	3.391	3691.684	5	0
3493.4	152.675	4.061	2.828	31.374	3.302	2429.176	5	0
3493.5	153.922	4.075	2.83	38.702	3.243	1400.41	5	0
3493.6	155.4	4.418	2.827	48.336	3.139	2408.639	5	0
3493.7	152.745	4.949	2.823	47.683	3.079	3105.429	5	0
3493.8	151.649	5.252	2.821	46.282	3.069	3128.415	5	0
3493.9	149.919	5.929	2.818	41.362	3.09	2531.344	5	0
3494	151.658	6.371	2.814	51.539	3.158	1568.537	5	0
3494.1	161.55	6.344	2.812	77.099	3.236	471.732	5	0
3494.2	170.143	5.613	2.815	94.927	3.25	274.898	5	0
3494.3	173.178	5.222	2.817	99.25	3.249	323.527	5	0
3494.4	176.742	4.392	2.821	98.808	3.235	711.074	5	0
3494.5	172.528	3.875	2.826	79.163	3.257	1472.71	5	0
3494.6	160.228	3.511	2.834	46.573	3.343	2323.137	5	0
3494.7	153.183	3.53	2.839	34.55	3.424	2034.499	5	0
3494.8	150.757	3.577	2.842	31.418	3.453	1824.298	5	0
3494.9	148.086	3.743	2.849	30.859	3.487	1274.755	5	0
3495	148.963	4.009	2.853	35.599	3.527	986.186	5	0
3495.1	152.428	4.584	2.852	46.714	3.53	718.554	5	0
3495.2	155.027	5.217	2.852	56.429	3.529	540.904	5	0
3495.3	156.088	5.599	2.85	60.426	3.528	485.686	5	0
3495.4	157.737	6.488	2.843	66.698	3.524	441.921	5	0
3495.5	157.642	7.088	2.831	61.844	3.518	500.374	5	0
3495.6	155.054	6.709	2.821	44.931	3.476	539.804	5	0
3495.7	152.456	5.857	2.831	32.437	3.433	467.417	5	0
3495.8	151.296	5.618	2.835	27.756	3.407	426.386	5	0
3495.9	149.252	5.51	2.842	21.509	3.346	334.966	4	0
3496	148.207	5.114	2.84	19.745	3.249	279.653	3	0
3496.1	147.682	4.942	2.829	19.731	3.129	248.681	3	0
3496.2	147.647	5.014	2.817	19.857	3.077	257.579	3	0
3496.3	147.604	5.045	2.812	19.789	3.057	262.187	3	0
3496.4	147.464	5.099	2.806	19.391	3.032	271.695	4	0
3496.5	147.196	5.095	2.804	18.508	3.066	272.18	4	0
3496.6	146.86	5.039	2.798	17.176	3.186	274.756	4	0
3496.7	147.035	5.04	2.793	16.119	3.239	292.325	4	0
3496.8	147.296	5.082	2.791	15.577	3.252	298.543	4	0
3496.9	148.158	5.246	2.787	14.472	3.253	305.881	4	0
3497	149.641	5.495	2.783	14.782	3.235	281.317	4	0
3497.1	151.829	5.846	2.769	16.556	3.229	236.274	4	0
3497.2	152.69	6.363	2.757	17.777	3.241	231.954	4	0
3497.3	152.986	6.533	2.755	18.589	3.255	236.099	4	0
3497.4	153.31	6.697	2.756	20.61	3.299	256.826	4	0
3497.5	153.609	6.643	2.765	23.98	3.376	264.82	4	0
3497.6	155.27	6.374	2.779	29.868	3.441	260.893	5	0
3497.7	157.794	6.195	2.785	34.406	3.43	251.812	5	0
3497.8	159.142	6.146	2.789	37.098	3.421	251.977	5	0
3497.9	162.003	6.125	2.795	43.307	3.397	261.603	5	0
3498	163.36	6.333	2.797	47.78	3.343	362.071	5	0
3498.1	161.284	6.83	2.791	46.7	3.263	674.882	5	0
3498.2	157.532	6.904	2.795	40.351	3.223	1006.999	5	0
3498.3	155.741	6.815	2.797	37.325	3.196	1133.326	5	0
3498.4	152.334	6.388	2.802	31.585	3.126	1306.863	5	0
3498.5	150.864	5.68	2.809	30.412	3.096	1103.629	5	0
3498.6	151.779	4.715	2.807	33.877	3.102	614.225	5	0
3498.7	153.786	4.475	2.802	38.917	3.127	462.964	5	0
3498.8	154.681	4.468	2.8	40.87	3.139	438.579	5	0
3498.9	156.254	4.68	2.797	43.646	3.163	491.174	5	0
3499	156.489	5.256	2.796	44.818	3.197	541.109	5	0
3499.1	155.196	6.338	2.8	46.533	3.227	606.914	5	0
3499.2	153.937	6.976	2.809	46.551	3.191	682.047	5	0
3499.3	153.364	7.185	2.813	45.547	3.159	707.721	5	0
3499.4	152.333	7.389	2.821	41.543	3.066	735.447	5	0
3499.5	151.439	7.055	2.828	36.133	2.94	674.6	5	0
3499.6	150.276	6.199	2.836	28.934	2.804	560.721	5	0
3499.7	149.729	5.671	2.833	27.516	2.774	527.295	5	0
3499.8	149.483	5.441	2.831	27.476	2.766	510.038	5	0
3499.9	149.049	5.052	2.824	28.714	2.767	474.533	5	0
3500	148.557	4.726	2.819	29.896	2.831	435.108	5	0
3500.1	147.809	4.353	2.811	30.954	2.99	412.385	5	0
3500.2	147.454	4.286	2.802	31.461	3.107	437.483	5	0
3500.3	147.332	4.277	2.798	31.61	3.146	457.38	5	0
3500.4	147.198	4.308	2.79	31.701	3.189	511.598	5	0
3500.5	147.265	4.345	2.787	29.635	3.174	584.385	5	0
3500.6	147.202	4.195	2.785	24.999	3.155	729.902	4	0
3500.7	146.657	4.132	2.781	22.333	3.163	975.848	4	0
3500.8	146.289	4.144	2.777	21.422	3.164	1165.697	4	0
3500.9	145.368	4.255	2.769	20.438	3.159	1676.598	4	0
3501	144.622	4.584	2.765	20.958	3.206	2081.727	4	0
3501.1	144.55	5.128	2.767	21.788	3.285	1938.099	4	0
3501.2	145.319	5.293	2.773	20.286	3.282	1407.744	4	0
3501.3	145.795	5.315	2.777	19.294	3.26	1177.633	4	0
3501.4	146.924	5.24	2.786	16.842	3.173	787.813	4	0
3501.5	148.133	5.057	2.794	15.067	3.063	629.21	4	0
3501.6	149.541	4.765	2.811	14.2	2.947	557.192	3	0
3501.7	149.769	4.49	2.822	14.694	2.913	630.632	3	0
3501.8	149.71	4.324	2.826	14.976	2.9	706.745	3	0
3501.9	149.249	3.938	2.83	15.608	2.879	936.43	3	0
3502	148.438	3.524	2.831	17.422	2.871	1527.06	3	0
3502.1	147.194	3.054	2.83	21.353	2.886	3398.501	3	0
3502.2	146.381	2.981	2.828	24.749	2.885	5588.574	3	0
3502.3	146.005	3.013	2.827	26.926	2.883	6582.661	5	0
3502.4	145.315	3.21	2.824	32.213	2.878	8366.535	5	0
3502.5	145.008	3.657	2.818	38.161	2.949	9257.183	5	0
3502.6	145.17	4.481	2.809	44.968	3.105	11122.555	5	0
3502.7	145.429	4.907	2.809	46.159	3.158	12891.43	5	0
3502.8	145.521	5.04	2.809	45.992	3.169	12981.685	5	0
3502.9	145.631	5.146	2.81	44.154	3.162	11592.646	5	0
3503	145.729	4.957	2.812	41.343	3.124	7461.161	5	0
3503.1	146.145	4.616	2.818	35.431	3.078	2463.486	5	0
3503.2	146.51	4.556	2.823	29.358	3.104	1255.746	5	0
3503.3	146.663	4.568	2.825	26.736	3.126	926.124	5	0
3503.4	146.911	4.675	2.83	22.324	3.192	810.331	4	0
3503.5	147.172	4.844	2.832	22.232	3.24	834.393	4	0
3503.6	147.873	5.099	2.828	24.851	3.289	805.442	4	0
3503.7	148.346	5.268	2.82	25.961	3.333	681.18	5	0
3503.8	148.478	5.338	2.817	25.636	3.334	626.298	5	0
3503.9	148.538	5.446	2.81	23.249	3.294	531.125	4	0
3504	148.156	5.39	2.806	19.704	3.216	517.482	4	0
3504.1	147.329	4.53	2.796	15.587	3.099	596.11	4	0
3504.2	146.664	4.123	2.791	14.163	3.046	754.213	4	0
3504.3	146.335	3.936	2.789	13.769	2.998	861.241	4	0
3504.4	145.682	3.596	2.787	13.612	2.861	1130.053	3	0
3504.5	145.426	3.338	2.79	13.9	2.729	1563.651	3	0
3504.6	146.122	2.965	2.8	15.143	2.633	2852.077	3	0
3504.7	147.122	2.727	2.803	17.196	2.641	4739.84	3	0
3504.8	147.562	2.633	2.804	18.527	2.667	5862.446	3	0
3504.9	148.323	2.495	2.804	21.784	2.763	8455.297	3	0
3505	148.658	2.567	2.804	23.92	2.913	11132.697	3	0
3505.1	149.394	2.836	2.802	26.44	3.05	14101.088	5	0
3505.2	150.751	3.127	2.798	28.653	3.087	14995.74	5	0
3505.3	151.594	3.301	2.796	30.134	3.104	13579.475	5	0
3505.4	153.602	3.704	2.794	33.826	3.136	7071.854	5	0
3505.5	155.348	4.198	2.796	37.187	3.131	3447.632	5	0
3505.6	156.253	4.783	2.801	41.038	3.104	1168.94	5	0
3505.7	155.649	4.892	2.807	40.695	3.145	1348.555	5	0
3505.8	155.3	4.897	2.809	39.999	3.164	1423.144	5	0
3505.9	154.508	4.807	2.811	37.578	3.197	1541.891	5	0
3506	153.984	4.644	2.808	36.178	3.167	1683.345	5	0
3506.1	153.186	4.293	2.793	36.79	3.158	2259.141	5	0
3506.2	152.236	3.9	2.786	35.788	3.209	3784.041	5	0
3506.3	151.712	3.684	2.784	34.577	3.236	4935.701	5	0
3506.4	150.568	3.218	2.782	30.76	3.296	8002.381	5	0
3506.5	150.046	2.993	2.777	28.503	3.373	9983.282	5	0
3506.6	152.227	3.474	2.765	32.988	3.5	9302.24	5	0
3506.7	157.311	4.878	2.756	46.567	3.55	5429.334	5	0
3506.8	160.539	5.798	2.752	55.738	3.559	3844.878	5	0
3506.9	168.336	8.064	2.746	78.739	3.546	1379.152	2	0
3507	175.905	10.201	2.738	101.302	3.514	489.392	2	0
3507.1	179.854	11.509	2.738	116.008	3.467	336.608	2	0
3507.2	174.596	10.161	2.749	100.151	3.438	1260.508	5	0
3507.3	170.982	9.227	2.754	89.66	3.428	1993.669	5	0
3507.4	161.825	6.851	2.766	63.666	3.416	3992.258	5	0
3507.5	153.485	5.06	2.78	46.194	3.403	5605.978	5	0
3507.6	146.552	3.524	2.803	32.098	3.391	6275.883	5	0
3507.7	145.91	3.058	2.809	29.13	3.406	7173.604	5	0
3507.8	146.007	2.835	2.809	27.891	3.414	7861.227	5	0
3507.9	147.025	2.409	2.802	25.901	3.428	9704.851	5	0
3508	148.676	2.159	2.789	23.922	3.412	9341.812	4	0
3508.1	151.145	2.222	2.768	22.422	3.419	4978.082	4	0
3508.2	152.23	2.567	2.752	22.788	3.473	2203.7	4	0
3508.3	152.589	2.735	2.747	22.61	3.502	1328.455	4	0
3508.4	152.943	3.062	2.74	21.543	3.565	593.708	1	0
3508.5	153.115	3.292	2.746	21.625	3.652	623.161	1	0
3508.6	155.102	4.009	2.76	30.413	3.624	670.318	5	0
3508.7	159.085	5.225	2.768	48.027	3.547	564.868	5	0
3508.8	161.672	5.994	2.772	58.36	3.51	500.572	5	0
3508.9	168.008	7.843	2.777	81.99	3.44	349.434	5	0
3509	175.046	9.645	2.78	100.055	3.388	258.509	5	0
3509.1	181.71	11.293	2.776	111.383	3.315	193.421	5	0
3509.2	180.429	11.082	2.768	103.197	3.267	234.94	5	0
3509.3	178.612	10.74	2.763	95.737	3.245	274.499	5	0
3509.4	172.662	9.588	2.754	74.197	3.204	390.571	5	0
3509.5	164.993	8.266	2.746	52.356	3.198	452.572	5	0
3509.6	156.276	6.856	2.74	31.151	3.204	372.531	5	0
3509.7	153.853	6.406	2.741	26.204	3.218	283.818	5	0
3509.8	153.117	6.216	2.743	24.321	3.225	253.396	4	0
3509.9	152.59	5.906	2.747	21.731	3.238	220.235	4	0
3510	152.533	5.651	2.753	19.818	3.288	230.929	4	0
3510.1	152.242	5.499	2.764	17.946	3.358	294.28	4	0
3510.2	152.233	5.627	2.766	16.197	3.379	305.618	4	0
3510.3	152.397	5.691	2.767	15.445	3.383	291.111	4	0
3510.4	153.057	5.815	2.768	14.187	3.381	222.304	4	0
3510.5	154.335	5.608	2.769	13.854	3.36	185.399	4	0
3510.6	155.849	4.976	2.765	14.36	3.314	249.018	4	0
3510.7	155.741	4.669	2.763	17.182	3.242	417.797	4	0
3510.8	155.525	4.675	2.764	20.036	3.208	501.526	4	0
3510.9	154.777	5.006	2.768	28.582	3.148	667.272	5	0
3511	154.544	6.037	2.777	41.716	3.108	655.745	5	0
3511.1	155.643	7.301	2.798	57.188	3.108	669.34	5	0
3511.2	156.437	7.171	2.801	54.528	3.162	1020.599	5	0
3511.3	156.485	6.903	2.802	51.279	3.187	1305.521	5	0
3511.4	155.889	5.97	2.802	41.002	3.235	2089.909	5	0
3511.5	153.837	5.174	2.8	34.356	3.305	2730.104	5	0
3511.6	150.99	4.892	2.8	32.9	3.379	2824.05	5	0
3511.7	150.988	5.407	2.808	37.686	3.38	2039.629	5	0
3511.8	151.476	5.685	2.81	40.425	3.373	1672.063	5	0
3511.9	153.413	6.279	2.814	46.577	3.343	987.412	5	0
3512	155.943	6.428	2.808	48.849	3.3	846.332	5	0
3512.1	158.234	6.191	2.794	45.742	3.198	1132.192	5	0
3512.2	158.289	5.891	2.779	38.985	3.139	1319.672	5	0
3512.3	158.158	5.77	2.772	35.477	3.122	1276.552	5	0
3512.4	157.581	5.589	2.757	28.22	3.114	920.12	5	0
3512.5	156.734	5.551	2.747	22.267	3.182	587.155	4	0
3512.6	154.886	5.479	2.744	17.365	3.296	383.03	4	0
3512.7	153.449	5.322	2.754	17.773	3.378	487.437	4	0
3512.8	152.903	5.236	2.759	18.922	3.385	552.048	4	0
3512.9	152.157	5.05	2.768	23.085	3.33	705.469	4	0
3513	152.69	5.096	2.777	31.116	3.203	748.663	5	0
3513.1	155	5.438	2.798	46.75	3.051	676.541	5	0
3513.2	157.134	5.715	2.808	54.749	2.997	670.816	5	0
3513.3	158.183	5.814	2.81	56.743	2.969	688.697	5	0
3513.4	160.24	5.933	2.807	56.757	2.91	765.352	5	0
3513.5	161.592	5.869	2.791	54.531	2.896	852.354	5	0
3513.6	161.186	5.604	2.759	48.963	3.003	1031.154	5	0
3513.7	158.705	5.335	2.752	40.99	3.186	1118.54	5	0
3513.8	157.237	5.207	2.754	36.931	3.28	1096.587	5	0
3513.9	153.858	4.965	2.769	28.689	3.475	923.091	5	0
3514	150.913	4.936	2.785	24.252	3.522	712.999	4	0
3514.1	148.259	5.196	2.807	21.038	3.442	503.959	4	0
3514.2	147.822	5.573	2.816	21.341	3.354	462.623	4	0
3514.3	147.828	5.754	2.818	21.825	3.315	438.744	4	0
3514.4	148.282	6.1	2.816	23.444	3.245	384.757	4	0
3514.5	149.511	6.11	2.809	24.675	3.15	301.731	4	0
3514.6	151.781	5.683	2.795	25.017	3.068	216.863	5	0
3514.7	152.77	5.195	2.792	23.426	3.033	216.527	4	0
3514.8	152.994	4.983	2.792	22.921	3.021	222.892	4	0
3514.9	152.905	4.62	2.797	22.487	3.004	248.501	4	0
3515	151.925	4.574	2.803	23.448	3.01	300.907	4	0
3515.1	150.22	4.748	2.798	25.545	3.049	522.862	5	0
3515.2	149.424	4.931	2.791	26.832	3.11	900.515	5	0
3515.3	149.128	5.009	2.79	27.636	3.14	1101.715	5	0
3515.4	148.736	5.136	2.791	29.561	3.203	1527.583	5	0
3515.5	148.57	5.161	2.799	31.924	3.275	1695.616	5	0
3515.6	148.401	4.997	2.815	36.601	3.369	1692.497	5	0
3515.7	148.3	4.637	2.832	37.804	3.452	1905.48	5	0
3515.8	148.267	4.422	2.839	37.568	3.48	2115.434	5	0
3515.9	148.236	3.927	2.847	35.441	3.507	2738.733	5	0
3516	148.476	3.448	2.85	31.787	3.473	3307.37	5	0
3516.1	149.658	2.814	2.839	27.276	3.376	3961.499	5	0
3516.2	151.095	2.435	2.835	27.525	3.307	4043.484	5	0
3516.3	151.851	2.249	2.832	28.085	3.305	4019.947	5	0
3516.4	153.434	1.888	2.827	30.064	3.365	3845.494	5	0
3516.5	154.771	1.635	2.822	29.884	3.483	3631.056	5	0
3516.6	156.251	1.547	2.808	26.058	3.643	2851.972	5	0
3516.7	156.729	1.681	2.794	22.468	3.748	2707.024	4	0
3516.8	156.752	1.748	2.789	21.172	3.796	2842.33	4	0
3516.9	156.372	1.882	2.784	19.573	3.881	3522.803	4	0
3517	154.863	2.399	2.779	21.821	3.933	3787.685	1	0
3517.1	152.317	3.436	2.777	29.322	3.918	2523.909	2	0
3517.2	152.165	4.368	2.786	38.374	3.889	1372.383	5	0
3517.3	152.638	4.868	2.792	43.181	3.846	973.435	5	0
3517.4	154.667	5.932	2.81	53.326	3.707	526.827	5	0
3517.5	157.657	6.871	2.822	58.737	3.53	473.673	5	0
3517.6	160.298	7.58	2.83	59.986	3.313	527.869	5	0
3517.7	159.937	7.493	2.827	55.278	3.178	566.326	5	0
3517.8	159.561	7.397	2.825	52.803	3.122	572.951	5	0
3517.9	158.424	7.102	2.82	47.629	3.033	561.268	5	0
3518	157.456	6.765	2.815	44.525	3.035	580.976	5	0
3518.1	155.731	6.111	2.806	40.808	3.084	730.084	5	0
3518.2	153.645	5.529	2.803	36.513	3.139	1292.17	5	0
3518.3	152.458	5.229	2.802	33.88	3.17	1802.457	5	0
3518.4	149.806	4.614	2.802	27.667	3.24	3273.474	5	3
3518.5	147.509	4.145	2.805	22.159	3.243	4747.763	4	3
3518.6	145.513	3.816	2.813	17.417	3.185	5117.771	4	3
3518.7	145.183	3.835	2.817	17.537	3.139	4369.535	4	3
3518.8	145.112	3.872	2.819	17.718	3.123	4070.243	4	3
3518.9	145.156	3.999	2.822	18.317	3.108	3620.959	3	3
3519	145.282	4.26	2.824	18.012	3.102	2919.607	3	3
3519.1	145.612	4.909	2.824	16.727	3.086	1379.473	3	3
3519.2	146.307	5.45	2.816	15.341	3.073	637.527	3	3
3519.3	146.878	5.713	2.808	14.672	3.069	406.989	4	3
3519.4	148.457	6.225	2.787	13.38	3.071	224.504	4	3
3519.5	151.05	6.693	2.765	12.117	3.089	186.01	4	3
3519.6	155.38	7.236	2.75	11.179	3.136	153.668	4	3
3519.7	157.273	7.331	2.744	11.943	3.168	139.921	4	3
3519.8	157.853	7.306	2.742	12.599	3.176	135.461	4	3
3519.9	158.286	7.117	2.743	14.447	3.175	131.331	4	3
3520	158.5	6.746	2.751	16.744	3.112	148.548	4	3
3520.1	160.529	6.238	2.767	19.005	3.004	225.052	4	3
3520.2	162.065	6.12	2.78	19.163	2.957	306.558	4	3
3520.3	162.281	6.135	2.786	18.841	2.953	326.149	4	3
3520.4	161.623	6.31	2.799	17.407	2.982	323.423	4	3
3520.5	158.885	6.724	2.808	15.923	3.055	277.027	4	3
3520.6	155.663	7.422	2.819	14.204	3.149	234.469	4	3
3520.7	155.662	7.732	2.819	13.467	3.197	221.676	4	3
3520.8	155.974	7.817	2.818	13.218	3.224	210.817	4	3
3520.9	157.215	7.846	2.813	12.958	3.28	180.337	4	3
3521	158.631	7.627	2.803	12.883	3.272	163.815	4	3
3521.1	160.025	7.08	2.794	13.516	3.221	186.293	4	3
3521.2	159.669	6.538	2.798	14.401	3.216	254.942	4	3
3521.3	159.106	6.227	2.801	14.718	3.214	325.746	4	3
3521.4	157.221	5.526	2.811	15.102	3.211	539.082	4	3
3521.5	154.191	4.791	2.825	15.676	3.126	1144.229	3	3
3521.6	149.427	3.918	2.842	16.694	2.973	2880.42	3	3
3521.7	147.111	3.565	2.842	17.05	2.896	4713.76	3	3
3521.8	146.327	3.427	2.841	17.207	2.868	5554.428	3	3
3521.9	145.501	3.225	2.836	17.48	2.832	7081.5	3	3
3522	146.017	3.128	2.825	17.771	2.848	7633.943	3	3
3522.1	147.316	3.135	2.816	18.827	2.907	6943.649	3	3
3522.2	147.978	3.274	2.818	20.73	2.962	5364.8	3	3
3522.3	148.33	3.374	2.819	22.341	2.994	4523.153	3	3
3522.4	149.073	3.638	2.818	26.856	3.064	2740.788	5	3
3522.5	150.623	4.062	2.816	33.064	3.133	1706.354	5	0
3522.6	155.074	5.034	2.814	42.326	3.25	935.67	5	0
3522.7	160.074	6.022	2.809	49.789	3.376	701.914	5	0
3522.8	162.913	6.579	2.808	54.759	3.444	591.832	5	0
3522.9	169.247	7.813	2.807	67.125	3.592	385.635	5	0
3523	175.821	9.094	2.807	82.196	3.662	264.366	5	0
3523.1	183.751	10.592	2.801	102.575	3.662	175.334	5	0
3523.2	186.439	11.008	2.792	111.393	3.603	159.026	5	0
3523.3	187.062	11.074	2.787	113.411	3.569	160.237	5	0
3523.4	186.883	10.928	2.777	112.715	3.492	181.155	5	0
3523.5	183.439	10.32	2.764	98.321	3.4	298.907	5	0
3523.6	174.079	8.879	2.764	66.568	3.305	691.559	5	0
3523.7	166.383	7.632	2.777	48.146	3.297	1068.919	5	0
3523.8	162.939	7.009	2.783	41.681	3.297	1227.939	5	0
3523.9	156.865	5.768	2.795	34.208	3.304	1486.6	5	0
3524	153.881	4.806	2.806	33.043	3.281	1381.228	5	0
3524.1	152.919	4.106	2.818	33.726	3.307	995.831	5	0
3524.2	153.122	4.214	2.821	34.283	3.362	767.408	5	0
3524.3	152.998	4.307	2.821	34.025	3.383	774.565	5	0
3524.4	152.306	4.566	2.818	32.453	3.414	1028.639	5	0
3524.5	150.717	4.624	2.816	28.741	3.433	1791.474	5	0
3524.6	148.86	4.44	2.821	24.563	3.489	2734.194	4	0
3524.7	149.332	4.461	2.828	26.064	3.524	2158.445	5	0
3524.8	150.064	4.573	2.831	28.578	3.534	1804.266	5	0
3524.9	152.502	4.995	2.838	37.082	3.543	966.635	5	0
3525	156.416	5.772	2.836	48.956	3.527	513.603	5	0
3525.1	162.508	6.929	2.82	65.268	3.464	263.442	5	0
3525.2	165.283	7.177	2.802	70.921	3.399	297.689	5	0
3525.3	166.218	7.094	2.793	71.095	3.378	461.607	5	0
3525.4	167.189	6.52	2.776	66.203	3.36	1078.672	5	0
3525.5	167.25	5.332	2.768	55.518	3.465	2211.148	5	0
3525.6	168.232	3.875	2.761	45.011	3.714	3196.905	2	0
3525.7	169.538	3.791	2.757	47.296	3.897	2124.599	2	0
3525.8	169.901	3.91	2.755	48.34	3.981	1755.237	2	0
3525.9	170.051	4.466	2.751	50.226	4.135	1347.853	2	0
3526	167.673	5.034	2.759	43.909	4.173	1659.605	2	0
3526.1	161.326	5.344	2.78	33.072	4.067	1572.327	2	0
3526.2	156.831	5.288	2.796	29.686	3.923	1045.844	5	0
3526.3	154.93	5.248	2.801	28.486	3.86	835.65	5	0
3526.4	151.822	5.148	2.809	27.065	3.751	521.1	5	0
3526.5	150.2	4.955	2.81	24.829	3.658	525.377	4	0
3526.6	149.075	4.532	2.806	22.565	3.517	625.262	4	0
3526.7	148.795	4.229	2.803	23.54	3.415	840.411	4	0
3526.8	148.66	4.075	2.803	23.916	3.369	961.236	4	0
3526.9	148.397	3.765	2.804	24.446	3.286	1228.474	4	0
3527	148.193	3.375	2.808	22.348	3.26	1305.591	4	0
3527.1	148.573	2.703	2.816	19.263	3.28	1397.372	4	0
3527.2	149.655	2.348	2.816	19.732	3.326	1664.356	4	0
