Depth	AC	CNL	DEN	GR	PE	RLLD	LIMSTONE	RES_ZY
3527.3	150.3	2.223	2.815	20.778	3.356	1793.02	4	0
3527.4	151.792	2.075	2.81	24.466	3.43	2040.18	4	0
3527.5	153.062	2.062	2.802	30.385	3.539	1740.249	5	0
3527.6	153.877	2.04	2.792	36.841	3.685	1479.464	5	0
3527.7	153.558	2.013	2.794	35.704	3.76	1772.104	5	0
3527.8	153.338	2.025	2.797	34.291	3.782	1948.96	5	0
3527.9	152.779	2.1	2.807	29.804	3.797	2362.14	5	0
3528	152.595	2.437	2.814	28.774	3.763	2186.041	5	0
3528.1	153.472	3.483	2.83	34.881	3.754	1314.526	5	0
3528.2	154.763	4.377	2.839	43.382	3.778	811.125	5	0
3528.3	155.384	4.717	2.842	47.137	3.773	656.612	5	0
3528.4	156.575	5.188	2.845	53.652	3.729	540.359	5	0
3528.5	157.192	4.836	2.837	55.14	3.65	539.332	5	0
3528.6	157.621	3.744	2.822	57.218	3.586	538.691	5	0
3528.7	158.279	3.188	2.816	62.022	3.523	507.999	5	0
3528.8	158.893	3.006	2.816	64.958	3.481	486.002	5	0
3528.9	160.683	2.836	2.82	71.872	3.377	428.977	5	0
3529	164.113	2.861	2.822	77.849	3.322	377.81	5	0
3529.1	171.177	2.929	2.815	89.502	3.297	283.311	5	0
3529.2	175.376	2.946	2.805	98.464	3.281	222.768	5	0
3529.3	176.589	2.942	2.798	99.797	3.274	225.321	5	0
3529.4	177.257	2.91	2.781	96.236	3.264	295.267	5	0
3529.5	173.172	2.842	2.765	77.585	3.27	499.901	5	0
3529.6	163.352	2.745	2.761	46.22	3.32	831.162	5	0
3529.7	157.452	2.721	2.768	32.18	3.387	1024.161	5	0
3529.8	155.177	2.725	2.771	27.495	3.411	1157.574	5	0
3529.9	151.972	2.769	2.78	22.758	3.441	1496.682	4	0
3530	150.913	2.974	2.787	22.269	3.41	2053.64	4	0
3530.1	150.676	3.715	2.791	25.231	3.397	2856.495	5	0
3530.2	150.983	4.499	2.787	28.6	3.445	2990.155	5	0
3530.3	151.106	4.881	2.784	30.135	3.465	2885.466	5	0
3530.4	151.291	5.621	2.779	32.905	3.495	2337.719	5	0
3530.5	150.8	6.088	2.781	35.53	3.533	1583.012	5	0
3530.6	148.781	6.312	2.789	36.902	3.585	1182.332	5	0
3530.7	147.015	6.139	2.795	32.657	3.55	1477.24	5	0
3530.8	146.293	6.023	2.796	30.013	3.503	1507.261	5	0
3530.9	145.171	5.735	2.797	23.708	3.35	1335.139	4	0
3531	145.328	5.599	2.795	20.092	3.185	889.238	4	3
3531.1	147.42	5.896	2.788	17.631	2.979	356.567	4	3
3531.2	149.591	6.356	2.776	17.237	2.861	224.413	4	3
3531.3	150.616	6.577	2.77	17.059	2.82	182.815	4	3
3531.4	152.544	6.995	2.757	16.744	2.774	148.186	4	3
3531.5	153.932	7.28	2.747	16.044	2.841	132.107	4	3
3531.6	155.378	7.593	2.738	14.74	2.993	116.736	4	3
3531.7	155.771	7.682	2.739	14.199	3.068	108.001	4	3
3531.8	155.784	7.648	2.74	14.107	3.094	107.146	4	3
3531.9	155.449	7.424	2.743	14.277	3.12	112.379	4	3
3532	154.315	6.733	2.746	15.737	3.094	143.522	4	3
3532.1	151.805	5.311	2.762	17.94	3.031	244.167	4	3
3532.2	149.869	4.457	2.785	19.156	2.974	401.345	4	3
3532.3	148.949	4.109	2.794	19.709	2.954	593.815	4	3
3532.4	147.208	3.57	2.81	20.703	2.929	1202.817	3	3
3532.5	145.834	3.27	2.823	21.096	2.988	2882.761	3	3
3532.6	144.345	3.009	2.839	21.852	3.074	6712.625	3	3
3532.7	143.921	2.98	2.836	21.879	3.094	8688.345	3	3
3532.8	143.855	3.001	2.833	22.326	3.1	9041.835	3	3
3532.9	144.011	3.113	2.823	24.074	3.103	8493.735	3	0
3533	144.513	3.399	2.81	27.801	3.087	6817.979	5	0
3533.1	145.173	4.177	2.804	33.548	2.975	4466.909	5	0
3533.2	145.543	4.959	2.812	35.029	2.863	3064.083	5	0
3533.3	145.778	5.351	2.817	34.689	2.81	2431.789	5	0
3533.4	146.346	6.138	2.827	31.875	2.71	1306.846	5	0
3533.5	147.08	6.621	2.837	26.927	2.657	732.254	5	0
3533.6	147.771	6.56	2.845	20.132	2.666	483.764	3	3
3533.7	147.679	5.99	2.84	18.218	2.752	715.504	3	3
3533.8	147.56	5.685	2.836	18.056	2.807	900.963	3	3
3533.9	147.179	5.038	2.826	19.304	2.94	1408.466	3	3
3534	146.876	4.629	2.816	21.862	3.038	2037.561	3	3
3534.1	147.023	4.514	2.795	23.2	3.12	2679.986	4	3
3534.2	147.755	4.742	2.789	21.438	3.184	2037.64	4	3
3534.3	148.222	4.874	2.787	20.366	3.213	1682.713	4	3
3534.4	149.354	5.172	2.783	17.85	3.268	907.903	4	3
3534.5	150.479	5.388	2.783	16.55	3.286	504.625	4	3
3534.6	151.553	5.499	2.783	15.352	3.31	306.725	4	3
3534.7	151.746	5.448	2.784	14.987	3.303	283.073	4	3
3534.8	151.789	5.404	2.786	14.864	3.294	272.749	4	3
3534.9	151.769	5.279	2.79	14.738	3.265	255.116	4	3
3535	151.702	5.112	2.793	14.956	3.227	265.49	4	3
3535.1	151.457	4.895	2.798	15.692	3.248	315.587	4	3
3535.2	151.122	4.792	2.796	16.229	3.307	350.796	4	3
3535.3	150.97	4.752	2.794	16.237	3.341	361.487	4	3
3535.4	150.7	4.695	2.788	15.741	3.419	369.158	4	3
3535.5	150.833	4.698	2.78	15.392	3.495	359.234	4	3
3535.6	151.631	4.726	2.774	16.008	3.571	364.746	4	0
3535.7	152.254	4.637	2.777	19.422	3.576	469.423	4	0
3535.8	152.529	4.572	2.78	21.905	3.577	555.118	4	0
3535.9	153.006	4.401	2.786	28.394	3.573	791.994	5	0
3536	153.734	4.365	2.795	36.469	3.564	941.688	5	0
3536.1	156.068	4.849	2.805	50.136	3.617	822.024	5	0
3536.2	158.568	5.526	2.81	59.019	3.655	623.392	5	0
3536.3	159.84	5.841	2.811	61.696	3.659	607.24	5	0
3536.4	162.421	6.423	2.811	63.55	3.64	739.325	5	0
3536.5	164.743	6.529	2.807	60.138	3.613	1065.156	5	0
3536.6	168.961	6.275	2.796	61.314	3.615	1123.678	5	0
3536.7	173.173	6.59	2.785	75.507	3.648	770.876	5	0
3536.8	175.355	7.014	2.78	83.043	3.663	614.314	5	0
3536.9	179.855	8.389	2.773	98.946	3.689	341.154	5	0
3537	182.184	10.537	2.775	102.397	3.642	245.76	5	0
3537.1	179.773	13.172	2.78	86.553	3.553	139.828	5	0
3537.2	174.505	13.5	2.783	64.523	3.493	96.885	5	0
3537.3	171.81	13.337	2.784	54.767	3.47	82.531	5	0
3537.4	166.309	12.369	2.787	37.793	3.436	67.955	5	0
3537.5	162.329	10.737	2.787	27.674	3.28	65.491	5	0
3537.6	158.52	8.171	2.779	18.097	3.121	84.671	4	0
3537.7	156.83	6.578	2.775	15.173	3.116	128.677	4	0
3537.8	156.017	5.853	2.776	14.435	3.126	160.683	4	0
3537.9	154.456	4.549	2.784	14.397	3.171	244.306	4	0
3538	153.082	3.692	2.795	17.095	3.239	382.746	4	0
3538.1	151.789	3.052	2.809	22.192	3.322	649.316	4	0
3538.2	151.758	2.942	2.806	23.881	3.357	763.751	4	0
3538.3	151.931	2.896	2.804	23.847	3.381	788.521	4	0
3538.4	152.65	2.82	2.798	22.043	3.442	773.835	4	0
3538.5	154.09	2.754	2.789	20.577	3.61	775.333	4	0
3538.6	156.791	2.92	2.773	22.285	3.786	719.767	1	0
3538.7	158.095	3.359	2.773	25.417	3.828	791.944	2	0
3538.8	158.392	3.621	2.774	26.729	3.847	861.478	2	0
3538.9	158.283	4.227	2.78	28.843	3.881	1066.285	2	0
3539	156.856	4.817	2.795	31.077	3.885	1019.321	5	0
3539.1	154.714	5.542	2.821	36.666	3.78	482.433	5	0
3539.2	154.213	5.765	2.827	40.17	3.573	232.405	5	0
3539.3	154.07	5.746	2.828	40.109	3.483	188.536	5	0
3539.4	153.997	5.454	2.826	36.405	3.33	261.335	5	0
3539.5	153.411	4.619	2.822	28.402	3.238	385.646	5	0
3539.6	151.727	3.318	2.815	19.149	3.132	579.71	4	0
3539.7	150.795	2.762	2.807	17.436	3.153	660.784	4	0
3539.8	150.497	2.551	2.803	17.395	3.182	733.152	4	0
3539.9	150.235	2.266	2.798	18.924	3.275	940.421	4	0
3540	150.407	2.133	2.794	21.665	3.375	1543.68	4	0
3540.1	150.865	2.184	2.794	27.156	3.481	2829.118	5	0
3540.2	151.256	2.443	2.8	30.984	3.488	3621.531	5	0
3540.3	151.425	2.582	2.803	31.897	3.472	4021.19	5	0
3540.4	151.706	2.878	2.806	31.739	3.401	4825.379	5	0
3540.5	151.638	2.996	2.804	29.914	3.26	4992.898	5	0
3540.6	151.034	2.847	2.796	27.955	3.174	3844.122	5	0
3540.7	150.521	2.665	2.796	27.853	3.204	3042.751	5	0
3540.8	150.339	2.609	2.798	28.437	3.226	2843.666	5	0
3540.9	150.123	2.569	2.805	30.858	3.287	2844.779	5	0
3541	150.746	2.802	2.812	38.664	3.415	2707.554	5	0
3541.1	154.119	3.843	2.823	58.282	3.57	1660.183	5	0
3541.2	158.164	5.193	2.823	76.006	3.545	903.893	5	0
3541.3	160.068	5.881	2.822	82.658	3.515	672.542	5	0
3541.4	163.633	7.279	2.814	91.561	3.419	500.999	5	0
3541.5	164.502	7.849	2.809	85.008	3.336	712.476	5	0
3541.6	161.972	7.26	2.805	67.125	3.274	1064.576	5	0
3541.7	159.931	6.652	2.804	60.386	3.28	1025.628	5	0
3541.8	159.447	6.524	2.802	59.563	3.279	963.047	5	0
3541.9	159.539	6.614	2.798	62.954	3.27	753.021	5	0
3542	161.362	7.377	2.796	68.903	3.305	647.748	5	0
3542.1	163.194	8.432	2.797	72.53	3.405	815.437	5	0
3542.2	162.066	7.283	2.801	65.958	3.461	1289.078	5	0
3542.3	161.036	6.65	2.804	61.304	3.496	1561.953	5	0
3542.4	158.057	5.269	2.81	49.317	3.581	2177.61	5	0
3542.5	154.722	4.049	2.819	39.758	3.576	2758.891	5	0
3542.6	151.757	2.648	2.832	30.471	3.504	4468.231	5	0
3542.7	151.97	2.189	2.84	27.904	3.438	6471.235	5	0
3542.8	152.365	2.073	2.84	26.869	3.423	7403.62	5	0
3542.9	153.722	2.067	2.833	25.297	3.426	9127.284	5	0
3543	155.052	2.413	2.823	23.768	3.488	9568.398	4	0
3543.1	155.58	2.997	2.812	22.607	3.588	8127.764	4	0
3543.2	154.447	3.316	2.809	22.088	3.664	5335.284	4	0
3543.3	153.711	3.48	2.807	21.948	3.697	4230.74	4	0
3543.4	151.912	3.819	2.805	21.907	3.756	2603.361	4	0
3543.5	150.984	4.619	2.803	25.412	3.645	2126.39	5	0
3543.6	153.568	6.638	2.799	39.836	3.498	1624.895	5	0
3543.7	158.869	8.542	2.793	57.169	3.442	1045.699	5	0
3543.8	161.975	9.498	2.791	65.243	3.412	806.382	5	0
3543.9	169.071	11.414	2.787	80.185	3.349	428.258	5	0
3544	176.3	12.971	2.788	87.129	3.256	286.766	5	0
3544.1	184.38	14.476	2.798	114.501	3.151	190.344	5	0
3544.2	185.487	14.191	2.805	116.508	3.146	167.393	5	0
3544.3	184.827	13.723	2.808	112.683	3.151	162.781	5	0
3544.4	181.109	12.142	2.813	95.514	3.173	167.141	5	0
3544.5	173.625	10.032	2.813	70.926	3.214	180.051	5	0
3544.6	161.77	7.52	2.814	37.556	3.19	202.38	5	0
3544.7	156.271	6.672	2.81	25.383	3.135	212.477	5	2
3544.8	154.292	6.378	2.809	21.344	3.111	215.793	4	2
3544.9	151.869	6.046	2.808	17.332	3.069	218.985	4	2
3545	151.587	5.924	2.81	15.248	2.993	224.046	3	2
3545.1	152.34	5.674	2.819	14.385	2.892	234.584	3	2
3545.2	153.045	5.507	2.828	15.347	2.857	240.847	3	2
3545.3	153.349	5.461	2.829	15.614	2.843	241.857	3	2
3545.4	153.859	5.44	2.825	15.72	2.821	239.681	3	2
3545.5	154.073	5.438	2.812	15.721	2.815	236.135	3	2
3545.6	154.013	5.643	2.793	16.417	2.874	245.016	3	2
3545.7	153.857	5.994	2.786	17.2	2.967	252.701	4	2
3545.8	153.825	6.181	2.785	17.518	3.022	246.935	4	2
3545.9	153.853	6.58	2.787	18.01	3.15	216.447	4	2
3546	154.113	6.622	2.793	18.824	3.235	177.64	4	2
3546.1	154.241	6.01	2.804	21.264	3.266	156.621	4	2
3546.2	153.745	5.084	2.803	23.222	3.221	179.828	4	2
3546.3	153.444	4.59	2.802	24.197	3.196	212.146	4	2
3546.4	152.736	3.544	2.795	26.135	3.143	317.551	5	2
3546.5	152.491	2.732	2.791	27.55	3.076	693.885	5	2
3546.6	152.955	1.996	2.781	29.435	3.119	1788.327	5	0
3546.7	153.13	1.989	2.775	30.836	3.317	2805.987	5	0
3546.8	153.047	2.075	2.772	31.789	3.431	3137.877	5	0
3546.9	152.549	2.423	2.766	34.189	3.691	3450.448	5	0
3547	152.198	3.079	2.763	37.79	3.883	3124.348	2	0
3547.1	154.527	4.505	2.765	50.095	4.047	1914.729	2	0
3547.2	159.027	5.932	2.772	66.213	4.022	1045.267	2	0
3547.3	161.568	6.688	2.776	74.023	3.985	736.954	2	0
3547.4	167.212	8.277	2.784	89.114	3.866	371.604	5	0
3547.5	172.143	9.549	2.788	93.512	3.71	348.162	5	0
3547.6	176.986	10.843	2.787	88.654	3.539	347.892	5	0
3547.7	177.631	10.882	2.778	78.54	3.49	328.174	5	0
3547.8	177.17	10.647	2.775	72.121	3.474	320.506	5	0
3547.9	174.703	9.676	2.77	56.624	3.457	309.533	5	0
3548	168.793	8.068	2.768	41.366	3.45	318.93	5	0
3548.1	158.02	6.1	2.763	24.484	3.445	337.451	4	2
3548.2	152.539	5.831	2.76	19.287	3.445	337.498	4	2
3548.3	150.603	5.696	2.761	17.51	3.436	332.164	4	2
3548.4	148.33	5.428	2.765	15.589	3.401	310.936	4	2
3548.5	148.449	5.419	2.77	15.516	3.299	288.857	4	2
3548.6	149.694	5.616	2.77	16.018	3.185	262.217	4	2
3548.7	150.404	5.708	2.762	16.191	3.152	252.326	4	2
3548.8	150.63	5.735	2.758	15.962	3.141	250.756	4	2
3548.9	150.83	5.749	2.752	14.878	3.132	254.295	4	2
3549	150.658	5.772	2.749	13.845	3.151	261.815	4	2
3549.1	150.664	5.948	2.748	14.037	3.226	262.233	4	2
3549.2	151.233	6.133	2.753	14.564	3.284	257.509	4	2
3549.3	151.603	6.193	2.757	15.065	3.317	259.536	4	2
3549.4	152.511	6.245	2.768	16.537	3.391	272.252	4	0
3549.5	153.485	6.046	2.785	20.322	3.451	311.802	4	0
3549.6	155.228	5.651	2.81	30.145	3.439	397.971	5	0
3549.7	157.064	5.727	2.817	41.729	3.387	447.744	5	0
3549.8	158.084	5.91	2.818	48.012	3.358	454.611	5	0
3549.9	160.321	6.562	2.819	61.518	3.297	432.711	5	0
3550	161.817	7.551	2.815	68.107	3.273	530.518	5	0
3550.1	161.562	8.49	2.803	65.72	3.289	900.959	5	0
3550.2	160.53	8.258	2.79	61.203	3.3	1160.368	5	0
3550.3	160.42	8.064	2.784	61.372	3.294	1175.597	5	0
3550.4	161.003	7.522	2.77	66.504	3.262	979.807	5	0
3550.5	163.651	7.457	2.758	74.718	3.258	703.081	5	0
3550.6	166.719	8.061	2.75	76.418	3.315	574.979	5	0
3550.7	165.295	8.13	2.752	64.688	3.306	702.61	5	0
3550.8	163.825	7.963	2.754	57.682	3.313	729.972	5	0
3550.9	159.395	7.233	2.759	41.452	3.35	712.537	5	0
3551	154.313	6.209	2.77	30.047	3.433	567.425	5	0
3551.1	148.979	5.101	2.791	21.193	3.42	393.08	4	0
3551.2	147.515	4.701	2.801	19.631	3.349	359.505	4	0
3551.3	147.053	4.525	2.805	19.166	3.318	359.939	4	0
3551.4	146.667	4.219	2.812	18.862	3.267	394.829	4	0
3551.5	146.663	3.929	2.819	19.474	3.252	646.629	4	0
3551.6	146.404	3.555	2.829	21.531	3.229	2003.165	4	0
3551.7	145.774	3.357	2.831	23.626	3.224	4474.314	4	0
3551.8	145.41	3.267	2.831	24.647	3.218	6084.682	4	0
3551.9	144.587	3.106	2.831	26.628	3.202	10038.058	5	0
3552	143.935	3.027	2.826	28.025	3.201	13596.178	5	0
3552.1	143.435	3.149	2.812	28.725	3.267	17148.275	5	0
3552.2	143.599	3.432	2.801	28.283	3.352	17564.127	5	0
3552.3	143.846	3.612	2.796	28.039	3.399	17300.484	5	0
3552.4	144.664	4.046	2.788	27.507	3.499	15842.783	5	0
3552.5	146.359	4.615	2.785	27.227	3.532	12308.99	5	0
3552.6	150.265	5.424	2.78	27.2	3.525	5782.53	5	0
3552.7	153.609	5.584	2.777	27.614	3.497	4073.61	5	0
3552.8	155.164	5.536	2.774	27.83	3.501	3984.342	5	0
3552.9	158.034	5.184	2.767	28.279	3.546	5318.069	5	0
3553	159.074	4.566	2.76	29.051	3.51	6085.98	5	0
3553.1	157.113	3.998	2.749	29.781	3.47	4676.183	5	0
3553.2	154.097	3.954	2.743	29.519	3.54	6072.746	2	0
3553.3	152.696	3.93	2.742	29.252	3.581	7962.646	2	0
3553.4	150.111	3.878	2.741	28.451	3.673	14087.566	2	0
3553.5	148.803	3.708	2.748	27.589	3.741	18567.9	2	0
3553.6	148.007	3.452	2.77	26.668	3.787	16065.752	2	0
3553.7	147.523	3.287	2.786	27.38	3.768	11845.627	5	0
3553.8	147.198	3.192	2.794	27.812	3.745	10601.354	5	0
3553.9	146.388	2.978	2.808	28.825	3.673	9829.463	5	0
3554	145.572	2.759	2.813	28.645	3.581	10318.289	5	0
3554.1	144.809	2.64	2.812	27.999	3.469	13928.64	5	0
3554.2	144.494	2.783	2.812	27.537	3.407	18538.111	5	0
3554.3	144.301	2.886	2.811	27.356	3.371	20797.943	5	0
3554.4	143.845	3.154	2.808	27.095	3.29	25217.871	5	0
3554.5	143.311	3.462	2.806	27.485	3.371	25151.627	5	0
3554.6	142.937	3.872	2.804	28.039	3.452	24759.545	5	0
3554.7	143.261	4.131	2.808	28.285	3.45	26467.002	5	0
3554.8	143.567	4.229	2.81	28.305	3.443	25487.855	5	0
3554.9	144.461	4.363	2.815	28.14	3.421	19913.029	5	0
3555	145.95	4.595	2.819	28.034	3.381	10229.157	5	0
3555.1	148.352	5	2.826	28.31	3.293	2817.279	5	0
3555.2	149.024	4.952	2.829	28.609	3.245	3955.802	5	0
3555.3	148.991	4.826	2.83	28.645	3.219	4770.37	5	0
3555.4	148.195	4.371	2.83	28.492	3.165	6880.193	5	0
3555.5	146.629	3.772	2.82	28.592	3.086	6385.288	5	0
3555.6	145.352	3.129	2.799	28.071	2.974	4723.878	5	0
